index,seismic,seismoacoustic,shift,genergy,gpuls,gdenergy,gdpuls,ghazard,nbumps,nbumps2,nbumps3,nbumps4,nbumps5,energy,maxenergy
568,b,a,W,38070.0,220.0,-55.0,-48.0,a,2.0,1.0,1.0,0.0,0.0,7900.0,7000.0
570,b,a,W,32310.0,194.0,-56.0,-49.0,a,4.0,1.0,2.0,1.0,0.0,28400.0,20000.0
571,b,a,W,39760.0,211.0,-38.0,-39.0,a,3.0,3.0,0.0,0.0,0.0,1600.0,900.0
572,b,a,W,74940.0,360.0,31.0,15.0,a,2.0,2.0,0.0,0.0,0.0,500.0,400.0
573,a,a,W,63950.0,297.0,11.0,-6.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
574,a,a,W,54030.0,335.0,-3.0,13.0,a,6.0,3.0,3.0,0.0,0.0,13300.0,9000.0
575,a,a,W,44080.0,339.0,-22.0,11.0,a,2.0,1.0,1.0,0.0,0.0,3700.0,3000.0
576,a,a,W,33580.0,268.0,-39.0,-13.0,a,1.0,0.0,1.0,0.0,0.0,4000.0,4000.0
577,a,a,W,34980.0,296.0,-29.0,5.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578,a,a,W,40850.0,340.0,-16.0,18.0,a,2.0,2.0,0.0,0.0,0.0,400.0,200.0
579,a,a,N,4050.0,34.0,-31.0,-37.0,a,1.0,1.0,0.0,0.0,0.0,600.0,600.0
580,a,a,N,6320.0,32.0,11.0,-38.0,a,1.0,0.0,1.0,0.0,0.0,4000.0,4000.0
581,a,a,W,26130.0,220.0,-46.0,-27.0,a,2.0,1.0,1.0,0.0,0.0,2200.0,2000.0
582,a,a,W,34820.0,270.0,-22.0,-6.0,a,1.0,1.0,0.0,0.0,0.0,300.0,300.0
583,a,a,N,4410.0,76.0,-23.0,53.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
584,a,a,N,3280.0,40.0,-41.0,-23.0,a,1.0,1.0,0.0,0.0,0.0,200.0,200.0
585,a,a,N,6070.0,46.0,14.0,-9.0,a,1.0,0.0,1.0,0.0,0.0,3000.0,3000.0
586,a,a,W,17660.0,140.0,-60.0,-52.0,a,1.0,1.0,0.0,0.0,0.0,900.0,900.0
587,a,a,W,21240.0,138.0,-50.0,-52.0,a,1.0,1.0,0.0,0.0,0.0,700.0,700.0
588,a,a,W,37710.0,233.0,2.0,-12.0,a,1.0,0.0,1.0,0.0,0.0,2000.0,2000.0
590,b,a,W,43940.0,327.0,41.0,36.0,a,2.0,0.0,1.0,1.0,0.0,41000.0,40000.0
591,b,a,W,31770.0,231.0,2.0,-3.0,a,3.0,1.0,2.0,0.0,0.0,10400.0,8000.0
592,b,a,W,16450.0,141.0,-47.0,-40.0,a,3.0,2.0,1.0,0.0,0.0,3800.0,3000.0
594,b,a,W,39660.0,325.0,42.0,54.0,a,5.0,2.0,2.0,1.0,0.0,34000.0,30000.0
595,b,a,W,19220.0,149.0,-34.0,-33.0,a,6.0,2.0,4.0,0.0,0.0,10700.0,5000.0
597,b,a,W,47010.0,375.0,57.0,63.0,a,4.0,2.0,1.0,0.0,1.0,204400.0,200000.0
598,b,a,W,8610.0,79.0,-74.0,-69.0,a,1.0,0.0,1.0,0.0,0.0,5000.0,5000.0
599,b,a,W,27810.0,265.0,-6.0,11.0,a,1.0,1.0,0.0,0.0,0.0,500.0,500.0
600,a,a,W,36600.0,341.0,20.0,37.0,a,3.0,0.0,3.0,0.0,0.0,13000.0,7000.0
601,a,a,N,5640.0,58.0,6.0,17.0,a,1.0,0.0,1.0,0.0,0.0,5000.0,5000.0
602,a,a,W,27870.0,238.0,-6.0,-5.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,a,a,W,34150.0,346.0,17.0,38.0,a,2.0,1.0,1.0,0.0,0.0,6300.0,6000.0
604,a,a,N,3040.0,63.0,-43.0,26.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605,a,a,N,2410.0,39.0,-52.0,-24.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606,a,a,N,3960.0,35.0,-14.0,-27.0,a,1.0,0.0,1.0,0.0,0.0,1000.0,1000.0
608,b,a,W,49520.0,405.0,60.0,49.0,a,4.0,0.0,3.0,1.0,0.0,72000.0,60000.0
609,b,b,W,51910.0,495.0,57.0,73.0,b,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610,b,b,W,13600.0,215.0,-60.0,-29.0,b,2.0,1.0,1.0,0.0,0.0,3600.0,3000.0
611,a,b,W,40140.0,417.0,19.0,35.0,a,6.0,2.0,4.0,0.0,0.0,11300.0,4000.0
614,b,a,W,23200.0,264.0,-28.0,-18.0,a,3.0,2.0,0.0,1.0,0.0,40600.0,40000.0
615,b,a,W,26670.0,444.0,-17.0,39.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616,b,a,W,26860.0,282.0,-46.0,-44.0,a,2.0,0.0,2.0,0.0,0.0,5000.0,3000.0
618,b,a,W,17570.0,211.0,-61.0,-53.0,a,4.0,3.0,0.0,1.0,0.0,70800.0,70000.0
619,b,a,W,11800.0,133.0,-47.0,-46.0,a,2.0,1.0,1.0,0.0,0.0,3300.0,3000.0
620,b,a,W,40250.0,451.0,91.0,91.0,a,4.0,3.0,1.0,0.0,0.0,2900.0,2000.0
621,a,a,W,45180.0,370.0,98.0,44.0,a,4.0,2.0,2.0,0.0,0.0,5800.0,3000.0
622,a,a,W,25650.0,157.0,2.0,-42.0,a,4.0,1.0,3.0,0.0,0.0,16900.0,8000.0
623,a,a,W,48530.0,485.0,90.0,87.0,a,2.0,1.0,1.0,0.0,0.0,1300.0,1000.0
624,a,a,W,45350.0,469.0,14.0,21.0,a,4.0,1.0,3.0,0.0,0.0,6400.0,3000.0
625,a,b,W,31710.0,352.0,-20.0,-9.0,a,2.0,2.0,0.0,0.0,0.0,1000.0,500.0
626,a,b,N,4520.0,50.0,-82.0,-80.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
627,a,b,N,7400.0,47.0,-68.0,-80.0,a,1.0,0.0,1.0,0.0,0.0,3000.0,3000.0
629,b,b,W,50890.0,602.0,42.0,69.0,a,2.0,1.0,0.0,1.0,0.0,70500.0,70000.0
630,b,a,W,40880.0,519.0,12.0,40.0,a,1.0,1.0,0.0,0.0,0.0,600.0,600.0
631,b,a,W,30430.0,308.0,-16.0,-19.0,a,2.0,1.0,1.0,0.0,0.0,4500.0,4000.0
633,b,a,W,65490.0,735.0,60.0,72.0,a,3.0,0.0,2.0,1.0,0.0,72000.0,60000.0
634,b,a,W,31440.0,361.0,-27.0,-22.0,a,3.0,2.0,1.0,0.0,0.0,4600.0,4000.0
635,b,a,W,51660.0,626.0,19.0,29.0,a,1.0,1.0,0.0,0.0,0.0,500.0,500.0
636,a,a,W,45080.0,468.0,3.0,-6.0,a,3.0,2.0,1.0,0.0,0.0,2000.0,1000.0
637,a,a,W,48100.0,582.0,10.0,17.0,a,4.0,2.0,2.0,0.0,0.0,12100.0,7000.0
638,a,a,W,90330.0,913.0,98.0,75.0,a,4.0,2.0,2.0,0.0,0.0,14100.0,7000.0
640,b,b,W,36430.0,500.0,-31.0,-16.0,a,2.0,0.0,1.0,1.0,0.0,94000.0,90000.0
641,b,b,W,65150.0,952.0,25.0,60.0,a,4.0,3.0,1.0,0.0,0.0,4100.0,2000.0
642,b,b,W,40030.0,577.0,-28.0,-13.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
643,a,b,W,45170.0,579.0,-14.0,-10.0,a,1.0,0.0,1.0,0.0,0.0,2000.0,2000.0
644,a,b,W,93510.0,1375.0,86.0,120.0,b,3.0,2.0,1.0,0.0,0.0,5700.0,5000.0
645,a,b,W,59240.0,941.0,5.0,29.0,a,3.0,1.0,2.0,0.0,0.0,5200.0,3000.0
646,a,b,N,11130.0,126.0,-47.0,-40.0,a,3.0,1.0,2.0,0.0,0.0,4900.0,3000.0
647,a,b,N,2960.0,49.0,-62.0,-34.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
648,a,b,N,10520.0,72.0,46.0,1.0,a,1.0,0.0,1.0,0.0,0.0,5000.0,5000.0
650,b,a,W,79790.0,1419.0,39.0,80.0,a,3.0,2.0,0.0,1.0,0.0,21200.0,20000.0
651,b,a,W,58160.0,897.0,-4.0,3.0,a,3.0,2.0,1.0,0.0,0.0,1900.0,1000.0
653,b,a,W,55890.0,1204.0,-3.0,34.0,a,5.0,0.0,2.0,3.0,0.0,149000.0,80000.0
655,b,b,N,8660.0,205.0,16.0,188.0,b,1.0,0.0,0.0,1.0,0.0,10000.0,10000.0
656,a,b,W,23290.0,592.0,-58.0,-37.0,b,1.0,1.0,0.0,0.0,0.0,500.0,500.0
657,a,b,W,21000.0,523.0,-61.0,-44.0,b,1.0,0.0,1.0,0.0,0.0,8000.0,8000.0
658,a,b,W,24570.0,434.0,-52.0,-53.0,a,2.0,1.0,1.0,0.0,0.0,3600.0,3000.0
659,a,b,W,56350.0,999.0,26.0,19.0,a,2.0,2.0,0.0,0.0,0.0,1000.0,800.0
660,a,a,W,31900.0,643.0,-28.0,-24.0,a,2.0,2.0,0.0,0.0,0.0,1100.0,700.0
661,a,a,W,23920.0,359.0,-45.0,-57.0,a,1.0,0.0,1.0,0.0,0.0,5000.0,5000.0
662,a,b,W,65240.0,1008.0,73.0,39.0,a,4.0,3.0,1.0,0.0,0.0,2500.0,1000.0
663,a,b,W,49070.0,587.0,28.0,-20.0,a,2.0,1.0,1.0,0.0,0.0,2400.0,2000.0
664,a,b,W,122820.0,1191.0,-39.0,-40.0,a,1.0,0.0,1.0,0.0,0.0,3000.0,3000.0
665,a,b,W,132520.0,1174.0,-31.0,-39.0,a,1.0,1.0,0.0,0.0,0.0,200.0,200.0
666,a,b,N,25710.0,258.0,-74.0,-74.0,a,1.0,0.0,1.0,0.0,0.0,7000.0,7000.0
667,a,a,N,17700.0,174.0,-81.0,-81.0,a,1.0,0.0,1.0,0.0,0.0,2000.0,2000.0
668,a,a,N,72300.0,155.0,-14.0,-82.0,a,1.0,0.0,1.0,0.0,0.0,5000.0,5000.0
669,a,a,N,16960.0,130.0,-56.0,-34.0,a,1.0,0.0,1.0,0.0,0.0,4000.0,4000.0
670,a,a,W,87700.0,935.0,-53.0,-49.0,a,2.0,1.0,1.0,0.0,0.0,1600.0,1000.0
671,a,a,W,118860.0,1122.0,4.0,2.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
672,a,a,W,102710.0,1159.0,-11.0,5.0,a,1.0,1.0,0.0,0.0,0.0,400.0,400.0
673,a,a,W,95050.0,860.0,-16.0,-22.0,a,2.0,0.0,2.0,0.0,0.0,5000.0,3000.0
674,a,a,W,182210.0,1766.0,63.0,63.0,a,6.0,1.0,5.0,0.0,0.0,17800.0,7000.0
675,a,a,W,95020.0,859.0,-20.0,-25.0,a,1.0,1.0,0.0,0.0,0.0,600.0,600.0
676,a,a,N,29290.0,235.0,-20.0,24.0,a,1.0,1.0,0.0,0.0,0.0,500.0,500.0
677,a,a,N,11440.0,121.0,-68.0,-37.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
678,a,a,N,26800.0,94.0,-18.0,-49.0,a,1.0,0.0,1.0,0.0,0.0,3000.0,3000.0
679,a,a,N,43650.0,334.0,38.0,90.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
680,a,a,W,154830.0,1252.0,33.0,11.0,a,2.0,2.0,0.0,0.0,0.0,1100.0,700.0
681,a,b,W,121720.0,1170.0,1.0,2.0,a,1.0,0.0,1.0,0.0,0.0,5000.0,5000.0
682,a,b,W,111950.0,997.0,-8.0,-13.0,a,4.0,3.0,1.0,0.0,0.0,4400.0,3000.0
683,a,b,W,190960.0,1651.0,58.0,45.0,a,2.0,0.0,2.0,0.0,0.0,11000.0,9000.0
684,a,b,W,95620.0,996.0,-26.0,-17.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685,a,b,W,133430.0,1074.0,5.0,-9.0,a,6.0,2.0,4.0,0.0,0.0,16700.0,8000.0
686,a,b,W,253510.0,2069.0,98.0,76.0,a,4.0,2.0,2.0,0.0,0.0,7100.0,4000.0
687,a,b,W,121870.0,935.0,-15.0,-26.0,a,2.0,2.0,0.0,0.0,0.0,900.0,500.0
688,a,b,W,148160.0,1282.0,1.0,0.0,a,2.0,2.0,0.0,0.0,0.0,1300.0,900.0
689,a,b,W,156780.0,1301.0,10.0,6.0,a,4.0,3.0,1.0,0.0,0.0,4700.0,3000.0
690,a,b,N,23000.0,157.0,-28.0,-17.0,a,1.0,0.0,1.0,0.0,0.0,2000.0,2000.0
693,b,a,W,163510.0,1534.0,13.0,23.0,a,2.0,0.0,1.0,1.0,0.0,72000.0,70000.0
697,b,b,W,92760.0,967.0,-42.0,-31.0,b,5.0,3.0,1.0,1.0,0.0,65800.0,60000.0
698,b,b,W,105810.0,958.0,-27.0,-26.0,a,3.0,1.0,2.0,0.0,0.0,14900.0,8000.0
699,b,b,W,128260.0,1235.0,-10.0,-5.0,a,1.0,0.0,1.0,0.0,0.0,1000.0,1000.0
701,b,a,W,186280.0,1921.0,39.0,51.0,a,3.0,1.0,1.0,1.0,0.0,72500.0,70000.0
702,b,a,W,195950.0,1913.0,38.0,40.0,a,4.0,3.0,1.0,0.0,0.0,2700.0,1000.0
703,b,a,W,117120.0,1095.0,-22.0,-24.0,a,3.0,2.0,1.0,0.0,0.0,5700.0,4000.0
704,a,b,W,273200.0,2387.0,89.0,71.0,a,2.0,1.0,1.0,0.0,0.0,3400.0,3000.0
705,a,b,W,121400.0,1063.0,-23.0,-29.0,a,2.0,0.0,2.0,0.0,0.0,8000.0,6000.0
706,a,b,W,200350.0,1668.0,43.0,24.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
707,a,a,W,130940.0,1397.0,-14.0,-2.0,a,1.0,0.0,1.0,0.0,0.0,2000.0,2000.0
708,a,a,N,38450.0,343.0,26.0,85.0,a,1.0,0.0,1.0,0.0,0.0,1000.0,1000.0
710,b,a,N,12380.0,126.0,-56.0,-35.0,a,1.0,0.0,0.0,1.0,0.0,70000.0,70000.0
711,b,a,N,12150.0,118.0,-52.0,-36.0,a,1.0,0.0,1.0,0.0,0.0,3000.0,3000.0
713,b,a,W,265250.0,2852.0,64.0,84.0,a,2.0,0.0,1.0,1.0,0.0,23000.0,20000.0
714,b,a,W,162190.0,1702.0,-7.0,0.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
716,b,a,W,229070.0,2597.0,30.0,51.0,a,2.0,0.0,0.0,2.0,0.0,100000.0,80000.0
718,b,a,W,132470.0,1552.0,-28.0,-16.0,a,5.0,2.0,2.0,1.0,0.0,54800.0,50000.0
720,b,a,W,151210.0,1727.0,-18.0,-12.0,a,4.0,1.0,2.0,1.0,0.0,31800.0,20000.0
722,b,a,W,118120.0,1716.0,-33.0,-14.0,a,1.0,0.0,0.0,1.0,0.0,20000.0,20000.0
723,b,a,W,185910.0,2451.0,8.0,24.0,a,8.0,4.0,4.0,0.0,0.0,11300.0,4000.0
724,b,a,W,197590.0,2804.0,20.0,44.0,a,8.0,8.0,0.0,0.0,0.0,4700.0,800.0
725,a,a,N,26780.0,345.0,18.0,94.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
726,a,a,N,9670.0,186.0,-59.0,-7.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
727,a,a,N,9980.0,170.0,-54.0,-13.0,a,1.0,0.0,1.0,0.0,0.0,1000.0,1000.0
728,a,a,N,8760.0,133.0,-59.0,-33.0,a,1.0,1.0,0.0,0.0,0.0,600.0,600.0
729,a,a,N,7370.0,110.0,-63.0,-46.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
730,a,a,N,4580.0,91.0,-72.0,-50.0,a,1.0,0.0,1.0,0.0,0.0,1000.0,1000.0
731,a,a,N,4610.0,78.0,-68.0,-55.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
733,b,a,W,68920.0,1004.0,-59.0,-51.0,a,3.0,0.0,2.0,1.0,0.0,66000.0,60000.0
734,b,a,W,134870.0,2096.0,-17.0,4.0,a,4.0,2.0,2.0,0.0,0.0,5100.0,3000.0
735,b,a,W,71650.0,1173.0,-53.0,-40.0,a,1.0,0.0,1.0,0.0,0.0,7000.0,7000.0
736,a,a,W,159910.0,2345.0,12.0,23.0,a,3.0,1.0,2.0,0.0,0.0,4400.0,3000.0
737,a,a,W,172530.0,2873.0,18.0,44.0,a,3.0,2.0,1.0,0.0,0.0,2300.0,1000.0
738,a,a,W,93120.0,1238.0,-32.0,-38.0,a,1.0,0.0,1.0,0.0,0.0,2000.0,2000.0
739,a,a,W,27830.0,190.0,-79.0,-90.0,a,4.0,0.0,4.0,0.0,0.0,19000.0,8000.0
740,a,a,W,44320.0,269.0,-64.0,-85.0,a,2.0,0.0,2.0,0.0,0.0,3000.0,2000.0
741,a,a,W,26830.0,192.0,-77.0,-88.0,a,1.0,1.0,0.0,0.0,0.0,600.0,600.0
742,a,a,W,29240.0,217.0,-71.0,-85.0,a,2.0,0.0,2.0,0.0,0.0,8000.0,5000.0
743,a,a,W,47740.0,276.0,-42.0,-76.0,a,4.0,1.0,3.0,0.0,0.0,7800.0,3000.0
744,a,a,W,36520.0,209.0,-55.0,-81.0,a,3.0,2.0,1.0,0.0,0.0,9800.0,9000.0
745,a,a,W,28360.0,181.0,-60.0,-80.0,a,2.0,1.0,1.0,0.0,0.0,3800.0,3000.0
746,a,a,W,29990.0,203.0,-55.0,-75.0,a,3.0,1.0,2.0,0.0,0.0,9400.0,6000.0
747,a,a,W,21060.0,106.0,-61.0,-82.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
748,a,a,W,18240.0,87.0,-53.0,-72.0,a,2.0,1.0,1.0,0.0,0.0,2500.0,2000.0
749,a,a,W,33660.0,248.0,9.0,28.0,a,4.0,2.0,2.0,0.0,0.0,11100.0,8000.0
750,a,a,W,21670.0,132.0,-31.0,-34.0,a,3.0,2.0,1.0,0.0,0.0,3400.0,2000.0
751,a,a,N,5990.0,53.0,-42.0,-64.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
752,a,a,N,6430.0,30.0,-33.0,-79.0,a,1.0,1.0,0.0,0.0,0.0,300.0,300.0
753,a,a,N,3020.0,19.0,-66.0,-85.0,a,1.0,0.0,1.0,0.0,0.0,2000.0,2000.0
754,a,a,W,23400.0,140.0,-20.0,-24.0,a,3.0,3.0,0.0,0.0,0.0,2000.0,800.0
755,a,a,W,45990.0,349.0,59.0,94.0,a,3.0,2.0,1.0,0.0,0.0,4200.0,3000.0
756,a,a,W,19570.0,153.0,-36.0,-21.0,a,1.0,1.0,0.0,0.0,0.0,700.0,700.0
757,a,a,W,32550.0,167.0,17.0,-8.0,a,9.0,5.0,4.0,0.0,0.0,13200.0,6000.0
758,a,b,W,53860.0,346.0,96.0,96.0,a,5.0,1.0,4.0,0.0,0.0,13700.0,9000.0
759,a,b,W,37810.0,238.0,26.0,23.0,a,6.0,5.0,1.0,0.0,0.0,5400.0,2000.0
760,a,b,W,10130.0,133.0,-67.0,-32.0,a,1.0,0.0,1.0,0.0,0.0,2000.0,2000.0
761,a,b,W,57860.0,383.0,95.0,92.0,a,2.0,1.0,1.0,0.0,0.0,4700.0,4000.0
762,a,b,W,42470.0,326.0,26.0,42.0,a,2.0,2.0,0.0,0.0,0.0,1200.0,700.0
763,a,b,W,42840.0,248.0,24.0,5.0,a,3.0,0.0,3.0,0.0,0.0,4000.0,2000.0
764,a,b,N,13060.0,81.0,96.0,-18.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
765,a,b,W,15930.0,177.0,-57.0,-29.0,a,2.0,1.0,1.0,0.0,0.0,2600.0,2000.0
766,a,b,W,60340.0,495.0,68.0,96.0,a,5.0,3.0,2.0,0.0,0.0,12500.0,8000.0
767,a,b,W,39690.0,416.0,6.0,56.0,a,2.0,1.0,1.0,0.0,0.0,1700.0,1000.0
768,a,b,W,32930.0,271.0,-16.0,-7.0,a,1.0,0.0,1.0,0.0,0.0,3000.0,3000.0
769,a,a,W,18210.0,150.0,-54.0,-51.0,a,3.0,1.0,2.0,0.0,0.0,7700.0,5000.0
770,a,a,W,24790.0,236.0,-31.0,-17.0,a,1.0,1.0,0.0,0.0,0.0,600.0,600.0
771,a,a,W,43490.0,352.0,26.0,24.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
772,a,a,N,10850.0,131.0,55.0,49.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
773,a,a,N,3770.0,50.0,-47.0,-40.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
774,a,a,N,3650.0,41.0,-44.0,-46.0,a,1.0,0.0,1.0,0.0,0.0,4000.0,4000.0
775,a,a,W,8380.0,47.0,-78.0,-85.0,a,1.0,0.0,1.0,0.0,0.0,6000.0,6000.0
776,a,b,W,61110.0,439.0,86.0,62.0,a,4.0,4.0,0.0,0.0,0.0,1600.0,600.0
777,a,b,W,39880.0,342.0,15.0,21.0,a,3.0,1.0,2.0,0.0,0.0,2800.0,1000.0
778,a,b,W,19170.0,158.0,-44.0,-46.0,a,2.0,1.0,1.0,0.0,0.0,4500.0,4000.0
779,a,a,W,17750.0,151.0,-49.0,-48.0,a,1.0,1.0,0.0,0.0,0.0,400.0,400.0
780,a,a,W,41740.0,331.0,37.0,29.0,a,2.0,2.0,0.0,0.0,0.0,1100.0,700.0
781,a,a,W,35800.0,341.0,16.0,38.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
782,a,b,W,48820.0,446.0,57.0,75.0,b,5.0,4.0,1.0,0.0,0.0,3900.0,2000.0
783,a,b,W,29470.0,347.0,-14.0,22.0,b,0.0,0.0,0.0,0.0,0.0,0.0,0.0
784,a,b,W,23050.0,202.0,-33.0,-32.0,b,4.0,2.0,2.0,0.0,0.0,5100.0,3000.0
785,a,b,W,37820.0,347.0,16.0,24.0,a,3.0,2.0,1.0,0.0,0.0,4000.0,3000.0
786,a,b,W,33800.0,316.0,-5.0,2.0,a,2.0,1.0,1.0,0.0,0.0,3400.0,3000.0
787,a,a,W,13830.0,145.0,-58.0,-51.0,a,3.0,2.0,1.0,0.0,0.0,3900.0,3000.0
788,a,a,W,46170.0,404.0,53.0,45.0,a,1.0,1.0,0.0,0.0,0.0,700.0,700.0
789,a,a,W,35510.0,313.0,8.0,3.0,a,1.0,1.0,0.0,0.0,0.0,500.0,500.0
790,a,a,W,31040.0,322.0,-10.0,1.0,a,5.0,2.0,3.0,0.0,0.0,9000.0,4000.0
791,a,a,W,47690.0,518.0,42.0,63.0,a,6.0,4.0,2.0,0.0,0.0,7400.0,3000.0
792,a,a,W,28130.0,347.0,-19.0,3.0,a,3.0,2.0,1.0,0.0,0.0,3100.0,2000.0
793,a,a,N,4760.0,94.0,-23.0,37.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
794,a,a,N,3860.0,77.0,-38.0,12.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
795,a,a,N,2210.0,34.0,-64.0,-51.0,a,2.0,1.0,1.0,0.0,0.0,3400.0,3000.0
796,a,a,W,12610.0,157.0,-61.0,-52.0,a,1.0,0.0,1.0,0.0,0.0,2000.0,2000.0
797,a,a,W,39390.0,460.0,27.0,50.0,a,6.0,5.0,1.0,0.0,0.0,4800.0,2000.0
798,a,a,W,19630.0,295.0,-40.0,-11.0,a,3.0,2.0,1.0,0.0,0.0,8300.0,7000.0
799,a,a,W,26130.0,260.0,-15.0,-21.0,a,6.0,3.0,3.0,0.0,0.0,7700.0,3000.0
800,a,a,W,19420.0,279.0,-35.0,-13.0,a,4.0,3.0,1.0,0.0,0.0,2800.0,1000.0
802,b,b,W,26290.0,104.0,-6.0,-67.0,a,5.0,2.0,2.0,1.0,0.0,25300.0,20000.0
803,b,b,W,18580.0,121.0,-31.0,-59.0,a,2.0,2.0,0.0,0.0,0.0,1200.0,800.0
804,b,b,W,9130.0,68.0,-64.0,-75.0,a,3.0,2.0,1.0,0.0,0.0,2000.0,1000.0
805,a,b,N,6340.0,18.0,10.0,-70.0,a,2.0,1.0,1.0,0.0,0.0,9300.0,9000.0
806,a,b,N,1200.0,15.0,-79.0,-74.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
807,a,b,N,1020.0,10.0,-81.0,-82.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
808,a,a,N,2360.0,16.0,-54.0,-71.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
809,a,a,N,1070.0,17.0,-73.0,-65.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
810,a,a,N,500.0,7.0,-83.0,-82.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
811,a,a,N,340.0,6.0,-87.0,-85.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
812,a,a,N,100.0,4.0,-96.0,-90.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
813,a,a,N,720.0,2.0,-62.0,-95.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
814,a,a,N,950.0,4.0,-40.0,-90.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
815,a,a,N,430.0,3.0,-71.0,-92.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
816,a,a,N,290.0,3.0,-67.0,-92.0,a,1.0,0.0,1.0,0.0,0.0,3000.0,3000.0
817,a,a,N,3330.0,37.0,-42.0,-39.0,a,2.0,2.0,0.0,0.0,0.0,1200.0,900.0
818,a,a,W,11740.0,46.0,-90.0,-96.0,a,1.0,0.0,1.0,0.0,0.0,4000.0,4000.0
819,a,a,N,850.0,6.0,-85.0,-90.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820,a,a,W,5240.0,18.0,-96.0,-96.0,a,1.0,1.0,0.0,0.0,0.0,600.0,600.0
821,a,a,W,17910.0,86.0,-85.0,-79.0,a,4.0,0.0,4.0,0.0,0.0,12000.0,6000.0
822,a,a,W,145440.0,358.0,-3.0,-28.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823,a,b,N,67480.0,141.0,-10.0,-44.0,a,3.0,2.0,1.0,0.0,0.0,2800.0,2000.0
824,a,b,W,239660.0,501.0,60.0,3.0,a,1.0,0.0,1.0,0.0,0.0,8000.0,8000.0
825,a,b,W,229690.0,485.0,45.0,0.0,a,4.0,3.0,1.0,0.0,0.0,2500.0,1000.0
826,a,b,N,49410.0,74.0,-33.0,-69.0,a,2.0,0.0,2.0,0.0,0.0,6000.0,3000.0
827,a,b,W,197620.0,406.0,19.0,-16.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828,a,b,N,68200.0,137.0,-5.0,-38.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829,a,b,N,53380.0,108.0,-13.0,-8.0,a,3.0,2.0,1.0,0.0,0.0,1700.0,1000.0
830,a,b,W,179710.0,274.0,5.0,-42.0,a,4.0,3.0,1.0,0.0,0.0,3000.0,2000.0
831,a,b,N,29650.0,93.0,-51.0,-20.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832,a,b,W,111510.0,169.0,-36.0,-63.0,a,2.0,0.0,2.0,0.0,0.0,5000.0,3000.0
833,a,b,N,18400.0,46.0,-68.0,-60.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834,a,b,N,6980.0,30.0,-87.0,-72.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835,a,b,N,13120.0,19.0,-73.0,-81.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836,a,a,N,9050.0,17.0,-79.0,-81.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
