type,operation,amount,balance,bank,k_symbol
CREDIT,TRANSFER FROM ACCOUNT,9113.0,52278.0,IJ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6440.0,29205.0,IJ,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,9622.0,55008.0,IJ,unknown
ISSUE,TRANSFER TO ACCOUNT,3560.0,34821.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,5578.0,25584.0,MN,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,7270.0,28956.0,IJ,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,124.0,29837.0,WX,unknown
ISSUE,TRANSFER TO ACCOUNT,13159.0,59769.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,5204.0,27402.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5127.0,21602.0,IJ,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,4631.0,40081.0,EF,SIPO
ISSUE,TRANSFER TO ACCOUNT,672.0,29737.0,IJ,unknown
CREDIT,TRANSFER FROM ACCOUNT,7135.0,26488.0,IJ,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,5332.0,40817.0,EF,SIPO
ISSUE,TRANSFER TO ACCOUNT,4809.0,37758.0,EF,SIPO
ISSUE,TRANSFER TO ACCOUNT,8836.0,54077.0,IJ,unknown
ISSUE,TRANSFER TO ACCOUNT,7239.0,72865.0,IJ,unknown
ISSUE,TRANSFER TO ACCOUNT,7699.0,50195.0,EF,SIPO
ISSUE,TRANSFER TO ACCOUNT,5229.0,37113.0,EF,SIPO
ISSUE,TRANSFER TO ACCOUNT,3668.0,42582.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,6443.0,25483.0,IJ,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,8440.0,54120.0,EF,SIPO
ISSUE,TRANSFER TO ACCOUNT,10271.0,58080.0,IJ,unknown
CREDIT,TRANSFER FROM ACCOUNT,5661.0,30589.0,OP,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,6855.0,53231.0,EF,SIPO
ISSUE,TRANSFER TO ACCOUNT,5062.0,63412.0,WX,unknown
ISSUE,TRANSFER TO ACCOUNT,355.0,32743.0,WX,unknown
CREDIT,TRANSFER FROM ACCOUNT,5690.0,26256.0,GH,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,2443.0,30454.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,4424.0,21938.0,MN,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,2230.0,29412.0,EF,SIPO
ISSUE,TRANSFER TO ACCOUNT,2321.0,37316.0,EF,SIPO
ISSUE,TRANSFER TO ACCOUNT,1.0,32025.0,WX,unknown
ISSUE,TRANSFER TO ACCOUNT,2380.0,32942.0,WX,unknown
ISSUE,TRANSFER TO ACCOUNT,1.0,30783.0,IJ,unknown
CREDIT,TRANSFER FROM ACCOUNT,6506.0,31355.0,IJ,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,2619.0,27473.0,EF,SIPO
ISSUE,TRANSFER TO ACCOUNT,2997.0,35020.0,AB,SIPO
ISSUE,TRANSFER TO ACCOUNT,2115.0,38572.0,IJ,unknown
ISSUE,TRANSFER TO ACCOUNT,8873.0,69856.0,IJ,unknown
ISSUE,TRANSFER TO ACCOUNT,5320.0,44881.0,IJ,unknown
ISSUE,TRANSFER TO ACCOUNT,3338.0,49555.0,WX,unknown
CREDIT,TRANSFER FROM ACCOUNT,6702.0,27124.0,IJ,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,1802.0,34888.0,IJ,unknown
ISSUE,TRANSFER TO ACCOUNT,1.0,22740.0,WX,unknown
ISSUE,TRANSFER TO ACCOUNT,1.0,25289.0,WX,unknown
ISSUE,TRANSFER TO ACCOUNT,1.0,24873.0,IJ,unknown
ISSUE,TRANSFER TO ACCOUNT,7103.0,63472.0,IJ,unknown
CREDIT,TRANSFER FROM ACCOUNT,5573.0,24403.0,GH,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,10763.0,46668.0,EF,SIPO
ISSUE,TRANSFER TO ACCOUNT,3602.0,47284.0,WX,unknown
ISSUE,TRANSFER TO ACCOUNT,7985.0,69324.0,IJ,unknown
CREDIT,TRANSFER FROM ACCOUNT,6001.0,22123.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6200.0,22416.0,IJ,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,1864.0,33882.0,IJ,unknown
ISSUE,TRANSFER TO ACCOUNT,6227.0,39605.0,AB,SIPO
CREDIT,TRANSFER FROM ACCOUNT,8354.0,46026.0,MN,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6319.0,21992.0,GH,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,2195.0,24797.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,6203.0,26821.0,GH,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,1822.0,38227.0,WX,unknown
ISSUE,TRANSFER TO ACCOUNT,5467.0,25769.0,AB,SIPO
CREDIT,TRANSFER FROM ACCOUNT,5538.0,24650.0,GH,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,1.0,27734.0,WX,unknown
ISSUE,TRANSFER TO ACCOUNT,2165.0,31057.0,EF,SIPO
ISSUE,TRANSFER TO ACCOUNT,6860.0,39910.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,7072.0,27579.0,QR,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5310.0,20410.0,MN,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,4644.0,33831.0,AB,SIPO
ISSUE,TRANSFER TO ACCOUNT,1.0,17178.0,EF,SIPO
ISSUE,TRANSFER TO ACCOUNT,442.0,33563.0,IJ,unknown
CREDIT,TRANSFER FROM ACCOUNT,6671.0,26416.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6050.0,24541.0,QR,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,7385.0,36606.0,MN,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,3043.0,34334.0,AB,SIPO
ISSUE,TRANSFER TO ACCOUNT,2277.0,37011.0,WX,unknown
CREDIT,TRANSFER FROM ACCOUNT,5874.0,17699.0,MN,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6085.0,25116.0,MN,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6665.0,42731.0,MN,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5671.0,22013.0,QR,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,4384.0,56553.0,IJ,unknown
CREDIT,TRANSFER FROM ACCOUNT,6258.0,39711.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5246.0,18301.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6298.0,24434.0,QR,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6081.0,30929.0,GH,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,539.0,15202.0,EF,SIPO
ISSUE,TRANSFER TO ACCOUNT,1635.0,42888.0,WX,unknown
ISSUE,TRANSFER TO ACCOUNT,2001.0,21102.0,EF,SIPO
ISSUE,TRANSFER TO ACCOUNT,3231.0,39787.0,EF,SIPO
ISSUE,TRANSFER TO ACCOUNT,1394.0,25032.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,4615.0,22287.0,MN,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,7040.0,35539.0,EF,SIPO
ISSUE,TRANSFER TO ACCOUNT,1739.0,29691.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,6289.0,22035.0,GH,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,12305.0,63845.0,IJ,unknown
ISSUE,TRANSFER TO ACCOUNT,3328.0,38446.0,EF,SIPO
ISSUE,TRANSFER TO ACCOUNT,3063.0,32882.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,5136.0,19516.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6203.0,23830.0,MN,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6348.0,29675.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6375.0,24205.0,MN,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,4846.0,14602.0,GH,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,3877.0,34380.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,5782.0,22016.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6571.0,22830.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5240.0,23773.0,IJ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6036.0,22961.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5923.0,20369.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,7178.0,23205.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6188.0,19155.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6338.0,30431.0,QR,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,3903.0,36809.0,AB,SIPO
CREDIT,TRANSFER FROM ACCOUNT,6180.0,17881.0,QR,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,4968.0,17554.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6128.0,25544.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6525.0,24153.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6757.0,22189.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,7727.0,26910.0,QR,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,8717.0,34794.0,QR,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5968.0,27668.0,GH,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,1809.0,17305.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,6417.0,25950.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6052.0,29249.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6319.0,28652.0,GH,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,2230.0,26808.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,5985.0,22019.0,QR,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6951.0,33121.0,GH,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,1811.0,25519.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,7667.0,34900.0,QR,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6163.0,28538.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6700.0,33945.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6147.0,23090.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5140.0,20671.0,GH,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,1754.0,28486.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,5079.0,25194.0,GH,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,1.0,27759.0,WX,unknown
CREDIT,TRANSFER FROM ACCOUNT,9379.0,36196.0,QR,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6358.0,25495.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5727.0,28410.0,QR,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,10295.0,42787.0,AB,SIPO
CREDIT,TRANSFER FROM ACCOUNT,5600.0,23693.0,GH,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,801.0,17772.0,EF,SIPO
ISSUE,TRANSFER TO ACCOUNT,3261.0,11939.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,5604.0,26635.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5393.0,22323.0,MN,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5492.0,20937.0,MN,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5197.0,25822.0,QR,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5723.0,26420.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,7385.0,26396.0,GH,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,607.0,34134.0,IJ,unknown
CREDIT,TRANSFER FROM ACCOUNT,5852.0,25300.0,QR,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,7833.0,27444.0,QR,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5109.0,15527.0,QR,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,2229.0,26796.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,5213.0,26398.0,QR,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6025.0,26820.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5509.0,22837.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6271.0,26806.0,MN,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,7493.0,30760.0,QR,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,5447.0,26108.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,6362.0,28778.0,QR,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,4641.0,25906.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5849.0,25540.0,GH,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,2387.0,22547.0,EF,SIPO
ISSUE,TRANSFER TO ACCOUNT,642.0,30011.0,WX,unknown
ISSUE,TRANSFER TO ACCOUNT,261.0,11767.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,5976.0,23508.0,QR,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5772.0,24199.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6998.0,33897.0,MN,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,4617.0,13654.0,MN,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5868.0,21603.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5409.0,21533.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5581.0,16628.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5821.0,28266.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5465.0,23072.0,QR,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,7757.0,26020.0,QR,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,4444.0,18334.0,QR,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6164.0,26703.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,7747.0,33399.0,MN,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5778.0,23006.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6355.0,28571.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5237.0,18043.0,QR,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6863.0,26382.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5901.0,19115.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5843.0,22943.0,QR,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6260.0,27326.0,QR,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,7488.0,26343.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6005.0,23483.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5610.0,21889.0,MN,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,4489.0,25662.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6835.0,25076.0,QR,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5665.0,25098.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5358.0,26195.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,7115.0,25265.0,QR,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6082.0,24418.0,QR,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,4137.0,28094.0,QR,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,4945.0,15255.0,QR,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5660.0,30221.0,QR,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5965.0,23108.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,9283.0,33721.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6394.0,24460.0,QR,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6526.0,21655.0,QR,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,1361.0,24337.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,5971.0,27495.0,QR,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6366.0,25281.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6252.0,30003.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5201.0,18802.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,2025.0,3375.0,YZ,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,2170.0,25944.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,5264.0,27211.0,QR,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5689.0,25566.0,MN,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6143.0,30347.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6076.0,23790.0,MN,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6836.0,25819.0,QR,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5641.0,21355.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,4944.0,15920.0,MN,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6204.0,32807.0,YZ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6188.0,28813.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6637.0,31036.0,QR,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6197.0,25679.0,QR,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,1.0,30046.0,WX,unknown
ISSUE,TRANSFER TO ACCOUNT,1358.0,27488.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,5601.0,27214.0,QR,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5694.0,27248.0,GH,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,1.0,11906.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,4855.0,28739.0,QR,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5461.0,25136.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5696.0,24974.0,QR,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,1.0,13122.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,5540.0,19487.0,QR,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,4831.0,21417.0,QR,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5887.0,30951.0,MN,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6084.0,23840.0,AB,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5638.0,27483.0,AB,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6419.0,26025.0,QR,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6933.0,26127.0,QR,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5496.0,22805.0,QR,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,4483.0,20225.0,YZ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6185.0,28258.0,AB,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5827.0,24809.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,7643.0,37361.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,4946.0,15665.0,QR,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6742.0,25070.0,MN,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5290.0,17974.0,GH,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,1291.0,24851.0,AB,SIPO
CREDIT,TRANSFER FROM ACCOUNT,6298.0,23389.0,QR,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6279.0,20656.0,AB,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5896.0,28362.0,QR,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,8331.0,34904.0,YZ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5501.0,23984.0,QR,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5502.0,22597.0,QR,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5032.0,30752.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6224.0,26672.0,QR,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6287.0,24397.0,QR,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5822.0,29693.0,YZ,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,298.0,16620.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,5964.0,28926.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5438.0,23206.0,YZ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6060.0,23250.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,8871.0,37867.0,YZ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,4504.0,21851.0,QR,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,4084.0,35950.0,YZ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,4461.0,15498.0,MN,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6119.0,29879.0,QR,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6410.0,22243.0,QR,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6467.0,29093.0,GH,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,3149.0,26286.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,4725.0,20287.0,YZ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5698.0,24535.0,QR,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,988.0,17109.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,6485.0,26097.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,4505.0,27742.0,QR,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5252.0,23779.0,AB,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5510.0,23488.0,MN,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6682.0,30675.0,YZ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5176.0,21041.0,QR,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,875.0,20117.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,5858.0,22178.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5766.0,21981.0,AB,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,8028.0,44191.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5883.0,29543.0,MN,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5458.0,23692.0,YZ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5417.0,22890.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,7872.0,44386.0,YZ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6146.0,25222.0,QR,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,1.0,19607.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,6246.0,29844.0,QR,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,573.0,12704.0,AB,SIPO
CREDIT,TRANSFER FROM ACCOUNT,6176.0,20596.0,YZ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5827.0,27333.0,QR,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,1109.0,26032.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,5130.0,18945.0,YZ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6153.0,26702.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5257.0,28095.0,GH,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6104.0,31164.0,YZ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6252.0,24317.0,YZ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6146.0,22032.0,AB,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5327.0,22015.0,QR,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5966.0,20244.0,AB,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5672.0,27852.0,AB,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,1.0,6790.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,6357.0,28000.0,YZ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6166.0,96294.0,KL,UVER
CREDIT,TRANSFER FROM ACCOUNT,5975.0,98978.0,KL,UVER
CREDIT,TRANSFER FROM ACCOUNT,6015.0,99807.0,KL,UVER
CREDIT,TRANSFER FROM ACCOUNT,6347.0,95781.0,OP,UVER
CREDIT,TRANSFER FROM ACCOUNT,5777.0,97190.0,KL,UVER
CREDIT,TRANSFER FROM ACCOUNT,5907.0,97394.0,KL,UVER
CREDIT,TRANSFER FROM ACCOUNT,5923.0,97959.0,KL,UVER
CREDIT,TRANSFER FROM ACCOUNT,5952.0,96352.0,KL,UVER
