index,dst_port,protocol,flow_duration,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,flow_byts/s,flow_pkts/s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_tot,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_tot,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fwd_header_len,bwd_header_len,fwd_pkts/s,bwd_pkts/s,pkt_len_min,pkt_len_max,pkt_len_mean,pkt_len_std,pkt_len_var,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,cwe_flag_count,ece_flag_cnt,down/up_ratio,pkt_size_avg,fwd_seg_size_avg,bwd_seg_size_avg,fwd_byts/b_avg,fwd_pkts/b_avg,fwd_blk_rate_avg,bwd_byts/b_avg,bwd_pkts/b_avg,bwd_blk_rate_avg,subflow_fwd_pkts,subflow_fwd_byts,subflow_bwd_pkts,subflow_bwd_byts,init_fwd_win_byts,init_bwd_win_byts,fwd_act_data_pkts,fwd_seg_size_min,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min,anomaly
1893,443,6,182,3,0,31,0,31,0,10.3333333333,17.8978583449,0,0,0.0,0.0,170329.67032967,16483.5164835165,91.0,103.2375900532,164,18,182,91.0,103.2375900532,164,18,0,0.0,0.0,0,0,0,0,0,0,60,0,16483.5164835165,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.3333333333,10.3333333333,0.0,0,0,0,0,0,0,3,31,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
1894,443,6,176267,8,9,1269,5932,943,0,158.625,325.9776230269,1460,0,659.1111111111,616.0487895541,40852.7971770099,96.4445982515,11016.6875,15093.793941965,51383,0,148838,21262.5714285714,25748.0466887435,75824,205,152428,19053.5,31749.9891068598,91035,0,0,0,0,0,172,192,45.3856932948,51.0589049567,0,1460,400.0555555556,542.8845042616,294723.58496732,0,0,1,1,0,0,0,1,1,423.5882352941,158.625,659.1111111111,0,0,0,0,0,0,8,1269,9,5932,8192,252,3,20,0.0,0.0,0,0,0.0,0.0,0,0,0
1895,443,6,225,3,0,31,0,31,0,10.3333333333,17.8978583449,0,0,0.0,0.0,137777.777777778,13333.3333333333,112.5,133.6431816443,207,18,225,112.5,133.6431816443,207,18,0,0.0,0.0,0,0,0,0,0,0,60,0,13333.3333333333,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.3333333333,10.3333333333,0.0,0,0,0,0,0,0,3,31,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
1896,80,6,23923,3,5,427,2266,427,0,142.3333333333,246.528564944,1460,0,453.2,662.2470837988,112569.493792585,334.4062199557,3417.5714285714,5628.6784078545,11724,1,11776,5888.0,8073.745227588,11597,179,12339,3084.75,5890.8281463645,11916,1,0,0,0,0,72,112,125.4023324834,209.0038874723,0,1460,299.2222222222,519.3456887704,269719.944444444,0,0,1,1,0,0,0,1,1,336.625,142.3333333333,453.2,0,0,0,0,0,0,3,427,5,2266,8192,237,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
1897,443,6,177324,8,9,1281,5932,955,0,160.125,330.1040690882,1460,0,659.1111111111,616.0487895541,40676.9529223343,95.8697074282,11082.75,14740.1628236145,49943,0,150417,21488.1428571429,24846.3596289179,74156,433,153674,19209.25,30925.4154689726,87519,0,0,0,0,0,172,192,45.1151564368,50.7545509914,0,1460,400.7222222222,543.5973645735,295498.094771242,0,0,1,1,0,0,0,1,1,424.2941176471,160.125,659.1111111111,0,0,0,0,0,0,8,1281,9,5932,8192,252,3,20,0.0,0.0,0,0,0.0,0.0,0,0,0
1898,80,6,215,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,9302.3255813954,215.0,0.0,215,215,215,215.0,0.0,215,215,0,0.0,0.0,0,0,0,0,0,0,40,0,9302.3255813954,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
1899,443,6,312,3,0,31,0,31,0,10.3333333333,17.8978583449,0,0,0.0,0.0,99358.9743589744,9615.3846153846,156.0,205.0609665441,301,11,312,156.0,205.0609665441,301,11,0,0.0,0.0,0,0,0,0,0,0,60,0,9615.3846153846,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.3333333333,10.3333333333,0.0,0,0,0,0,0,0,3,31,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
1900,443,6,413855,9,9,1516,5476,957,0,168.4444444444,317.5193344944,1460,0,608.4444444444,699.0264857484,16894.8061519131,43.4934940982,24344.4117647059,64047.4294459376,267452,1,413855,51731.875,89733.1709035779,267452,18,396545,49568.125,115955.184342225,334485,1,0,0,0,0,192,184,21.7467470491,21.7467470491,0,1460,368.0,564.2005159712,318322.222222222,0,0,1,1,0,0,0,1,1,388.4444444444,168.4444444444,608.4444444444,0,0,0,0,0,0,9,1516,9,5476,8192,65535,4,20,0.0,0.0,0,0,0.0,0.0,0,0,0
1901,51069,6,2,2,0,37,0,37,0,18.5,26.1629509039,0,0,0.0,0.0,18500000.0,1000000.0,2.0,0.0,2,2,2,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0,0,0,40,0,1000000.0,0.0,0,37,12.3333333333,21.36195996,456.3333333333,0,0,0,0,1,0,0,0,0,18.5,18.5,0.0,0,0,0,0,0,0,2,37,0,0,40958,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
1902,443,6,157450,7,9,1252,5980,925,0,178.8571428571,338.6179895651,1460,0,664.4444444444,616.0119948327,45932.0419180692,101.6195617656,10496.6666666667,13946.0583098219,35302,1,122100,20350.0,16682.3370904679,43082,4156,126727,15840.875,20645.8233994018,46653,1,0,0,0,0,152,192,44.4585582725,57.1610034932,0,1460,425.4117647059,550.2538117568,302779.257352941,0,0,1,1,0,0,0,1,1,452.0,178.8571428571,664.4444444444,0,0,0,0,0,0,7,1252,9,5980,8192,251,3,20,0.0,0.0,0,0,0.0,0.0,0,0,0
1903,443,6,211,3,0,31,0,31,0,10.3333333333,17.8978583449,0,0,0.0,0.0,146919.431279621,14218.009478673,105.5,123.7436867076,193,18,211,105.5,123.7436867076,193,18,0,0.0,0.0,0,0,0,0,0,0,60,0,14218.009478673,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.3333333333,10.3333333333,0.0,0,0,0,0,0,0,3,31,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
1904,443,6,82488,7,9,1579,6020,936,0,225.5714285714,365.8514530712,1460,0,668.8888888889,619.7871498435,92122.4905440791,193.9676074096,5499.2,9007.8133005265,23238,1,57022,9503.6666666667,10790.5389794332,23436,452,59250,7406.25,11620.4493243592,28357,1,0,0,0,0,152,192,84.8608282417,109.1067791679,0,1460,447.0,551.2660428505,303894.25,0,0,1,1,0,0,0,1,1,474.9375,225.5714285714,668.8888888889,0,0,0,0,0,0,7,1579,9,6020,8192,252,3,20,0.0,0.0,0,0,0.0,0.0,0,0,0
1905,443,6,566,3,0,31,0,31,0,10.3333333333,17.8978583449,0,0,0.0,0.0,54770.3180212014,5300.3533568905,283.0,371.9381669041,546,20,566,283.0,371.9381669041,546,20,0,0.0,0.0,0,0,0,0,0,0,60,0,5300.3533568905,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.3333333333,10.3333333333,0.0,0,0,0,0,0,0,3,31,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
1906,53,17,738,1,1,28,44,28,28,28.0,0.0,44,44,44.0,0.0,97560.9756097561,2710.027100271,738.0,0.0,738,738,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,1355.0135501355,1355.0135501355,28,44,33.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,50.0,28.0,44.0,0,0,0,0,0,0,1,28,1,44,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,0
1907,443,6,91351,6,9,1287,4323,757,0,214.5,299.7650746835,1460,0,480.3333333333,625.2273586464,61411.4788015457,164.2018149774,6525.0714285714,10999.3379203847,40868,1,78590,15718.0,22784.8904210663,55432,218,80544,10068.0,17673.1508307295,52062,1,0,0,0,0,132,188,65.680725991,98.5210889864,0,1460,350.625,513.9458953366,264140.383333333,0,0,1,1,0,0,0,1,1,374.0,214.5,480.3333333333,0,0,0,0,0,0,6,1287,9,4323,8192,5667,3,20,0.0,0.0,0,0,0.0,0.0,0,0,0
1908,443,6,261,3,0,53,0,53,0,17.6666666667,30.5995642671,0,0,0.0,0.0,203065.134099617,11494.2528735632,130.5,159.099025767,243,18,261,130.5,159.099025767,243,18,0,0.0,0.0,0,0,0,0,0,0,60,0,11494.2528735632,0.0,0,53,13.25,26.5,702.25,0,0,0,0,1,0,0,0,0,17.6666666667,17.6666666667,0.0,0,0,0,0,0,0,3,53,0,0,63664,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
1909,53,17,403,1,1,36,52,36,36,36.0,0.0,52,52,52.0,0.0,218362.282878412,4962.7791563276,403.0,0.0,403,403,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,2481.3895781638,2481.3895781638,36,52,41.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,62.0,36.0,52.0,0,0,0,0,0,0,1,36,1,52,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,0
1910,53,17,15163,1,1,35,87,35,35,35.0,0.0,87,87,87.0,0.0,8045.9012068852,131.900019785,15163.0,0.0,15163,15163,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,65.9500098925,65.9500098925,35,87,52.3333333333,30.0222139979,901.3333333333,0,0,0,0,0,0,0,0,1,78.5,35.0,87.0,0,0,0,0,0,0,1,35,1,87,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,0
1911,443,6,50328,8,8,510,7511,194,0,63.75,85.8549441126,1460,0,938.875,710.8991163108,159374.503258623,317.9144810046,3355.2,5111.5451424063,14072,1,50328,7189.7142857143,5995.3400991739,14072,20,38861,5551.5714285714,9803.5679705085,25599,1,0,0,0,0,172,164,158.9572405023,158.9572405023,0,1460,471.8235294118,656.1795900603,430571.654411765,0,0,1,1,0,0,0,1,1,501.3125,63.75,938.875,0,0,0,0,0,0,8,510,8,7511,8192,30016,4,20,0.0,0.0,0,0,0.0,0.0,0,0,0
1912,51096,6,8636,3,1,97,0,66,0,32.3333333333,33.0201958403,0,0,0.0,0.0,11232.0518758685,463.177396943,2878.6666666667,4969.5497113253,8617,1,8636,4318.0,6105.1599487647,8635,1,0,0.0,0.0,0,0,1,0,0,0,60,20,347.3830477073,115.7943492358,0,66,32.6,33.0121189868,1089.8,0,1,0,0,1,0,0,0,0,40.75,32.3333333333,0.0,0,0,0,0,0,0,3,97,1,0,31088,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
1913,53,17,404,1,1,42,58,42,42,42.0,0.0,58,58,58.0,0.0,247524.752475248,4950.495049505,404.0,0.0,404,404,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,2475.2475247525,2475.2475247525,42,58,47.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,71.0,42.0,58.0,0,0,0,0,0,0,1,42,1,58,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,0
1914,53,17,792,1,1,36,52,36,36,36.0,0.0,52,52,52.0,0.0,111111.111111111,2525.2525252525,792.0,0.0,792,792,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,1262.6262626263,1262.6262626263,36,52,41.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,62.0,36.0,52.0,0,0,0,0,0,0,1,36,1,52,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,0
1915,443,6,773529,10,8,509,3542,194,0,50.9,80.1518697363,1430,0,442.75,620.2673962552,5237.0370083087,23.2699743642,45501.705882353,112486.541216474,469460,0,773529,85947.6666666667,147899.374199149,469460,17,710211,101458.714285714,206310.848531784,562501,0,0,0,0,0,212,172,12.9277635357,10.3422108286,0,1430,213.2105263158,439.7823424968,193408.50877193,0,0,1,1,0,0,0,1,0,225.0555555556,50.9,442.75,0,0,0,0,0,0,10,509,8,3542,8192,176,4,20,0.0,0.0,0,0,0.0,0.0,0,0,0
1916,53,17,2578,1,1,32,71,32,32,32.0,0.0,71,71,71.0,0.0,39953.4522885958,775.7951900698,2578.0,0.0,2578,2578,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,387.8975950349,387.8975950349,32,71,45.0,22.5166604984,507.0,0,0,0,0,0,0,0,0,1,67.5,32.0,71.0,0,0,0,0,0,0,1,32,1,71,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,0
1917,51074,6,266949,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,11.2381016599,133474.5,188760.033917405,266948,1,266949,133474.5,188760.033917405,266948,1,0,0.0,0.0,0,0,0,0,0,0,60,0,11.2381016599,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,176,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
1918,443,6,93183,6,7,709,3718,388,0,118.1666666667,159.6225756798,1460,0,531.1428571429,673.1182235367,47508.6657437515,139.5104257214,7765.25,10673.9679009261,23181,1,71413,14282.6,12230.9996239065,24829,738,71720,11953.3333333333,13081.3136751118,24234,1,0,0,0,0,132,152,64.389427256,75.1209984654,0,1460,316.2142857143,519.2164479099,269585.71978022,0,0,1,1,0,0,0,1,1,340.5384615385,118.1666666667,531.1428571429,0,0,0,0,0,0,6,709,7,3718,8192,7483,3,20,0.0,0.0,0,0,0.0,0.0,0,0,0
1919,443,6,116,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,17241.3793103448,116.0,0.0,116,116,116,116.0,0.0,116,116,0,0.0,0.0,0,0,0,0,0,0,40,0,17241.3793103448,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,258,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
1920,80,6,7009112,26,15,5668,9456,436,0,218.0,222.3172507926,788,0,630.4,326.2629964571,2157.7626381202,5.8495284424,175227.8,395031.97047699,2199301,13,7009112,280364.48,484482.553870804,2260667,141,4798622,342758.714285714,331532.135300853,1109230,955,0,0,0,0,532,312,3.709457061,2.1400713814,0,788,360.0952380952,330.428237257,109182.819976771,0,0,1,1,0,0,0,1,0,368.8780487805,218.0,630.4,0,0,0,0,0,0,26,5668,15,9456,8192,313,13,20,0.0,0.0,0,0,0.0,0.0,0,0,0
1921,50998,6,847342,3,0,788,0,788,0,262.6666666667,454.9520121214,0,0,0.0,0.0,929.9668846817,3.5404830635,423671.0,599161.274184172,847342,0,847342,423671.0,599161.274184172,847342,0,0,0.0,0.0,0,0,0,0,0,0,60,0,3.5404830635,0.0,0,788,197.0,394.0,155236.0,0,0,0,0,1,0,0,0,0,262.6666666667,262.6666666667,0.0,0,0,0,0,0,0,3,788,0,0,313,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
1922,80,6,5893746,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.6786855083,1964582.0,3392733.91252129,5882168,14,5893746,2946873.0,4151133.99856593,5882168,11578,0,0.0,0.0,0,0,0,0,0,0,72,32,0.5090141313,0.1696713771,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,42780,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
1923,443,6,5251687,8,6,348,4155,191,0,43.5,73.8531361168,1460,0,692.5,693.8235366431,857.4387620587,2.665810053,403975.923076923,1410286.82385141,5097323,1,5251687,750241.0,1917108.3064222,5097323,16,71013,14202.6,18995.7710635815,37444,1,0,0,0,0,172,132,1.5233200303,1.1424900227,0,1460,300.2,533.5735589936,284700.742857143,0,0,1,1,0,0,0,1,0,321.6428571429,43.5,692.5,0,0,0,0,0,0,8,348,6,4155,8192,946,3,20,154348.0,0.0,154348,154348,5097323.0,0.0,5097323,5097323,0
1924,443,6,5534096,8,6,407,4123,250,0,50.875,91.5196114814,1460,0,687.1666666667,682.3865229228,818.5618753271,2.5297718001,425699.692307692,1497717.98065036,5410060,1,5534096,790585.142857143,2037194.16386415,5410060,14,42776,8555.2,10669.1489913676,22423,1,0,0,0,0,172,132,1.4455838858,1.0841879143,0,1460,302.0,525.9496173589,276623.0,0,0,1,1,0,0,0,1,0,323.5714285714,50.875,687.1666666667,0,0,0,0,0,0,8,407,6,4123,8192,946,3,20,124022.0,0.0,124022,124022,5410060.0,0.0,5410060,5410060,0
1925,51036,6,1,2,0,31,0,31,0,15.5,21.9203102168,0,0,0.0,0.0,31000000.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,1,0,0,0,40,0,2000000.0,0.0,0,31,20.6666666667,17.8978583449,320.3333333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,0,0,0,0,0,0,2,31,0,0,946,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
1926,443,6,6059404,10,12,739,3473,415,0,73.9,138.5211175236,1432,0,289.4166666667,476.2509762974,695.1178696783,3.630720117,288543.047619048,1308670.52460306,6000012,0,6059404,673267.111111111,1997566.1032478,6000094,188,6047718,549792.545454546,1807650.7253799,6000025,0,0,0,0,0,212,252,1.6503273259,1.9803927911,0,1432,183.1304347826,366.5607111253,134366.754940711,0,0,1,1,0,0,0,1,1,191.4545454545,73.9,289.4166666667,0,0,0,0,0,0,10,739,12,3473,8192,66,3,20,59310.0,0.0,59310,59310,6000012.0,0.0,6000012,6000012,0
1927,443,6,5885688,8,6,347,3481,190,0,43.375,73.5681171238,1460,0,580.1666666667,693.1107896049,650.3912541745,2.3786513998,452745.230769231,1588350.06648032,5738741,1,5885688,840812.571428571,2159996.78605925,5738741,30,60671,12134.2,15628.1347159538,29421,1,0,0,0,0,172,132,1.3592293713,1.0194220285,0,1460,255.2,499.8288564242,249828.885714286,0,0,1,1,0,0,0,1,0,273.4285714286,43.375,580.1666666667,0,0,0,0,0,0,8,347,6,3481,8192,946,3,20,146917.0,0.0,146917,146917,5738741.0,0.0,5738741,5738741,0
1928,443,6,5354971,8,9,968,3784,651,0,121.0,226.4729564429,1460,0,420.4444444444,606.0571571872,887.3997636962,3.1746203668,334685.6875,1245248.79553245,4999461,0,355510,50787.1428571429,82198.5035273931,231664,204,5342809,667851.125,1753153.08407097,4999479,0,0,0,0,0,172,192,1.4939389961,1.6806813706,0,1460,264.0,469.7329654426,220649.058823529,0,0,1,1,0,0,0,1,1,279.5294117647,121.0,420.4444444444,0,0,0,0,0,0,8,968,9,3784,8192,62,3,20,0.0,0.0,0,0,0.0,0.0,0,0,0
1929,443,6,133,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,15037.5939849624,133.0,0.0,133,133,133,133.0,0.0,133,133,0,0.0,0.0,0,0,0,0,0,0,40,0,15037.5939849624,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,254,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
1930,443,6,5569881,8,9,975,4299,656,0,121.875,228.2332375319,1460,0,477.6666666667,599.4088754765,946.8783982997,3.052129839,348117.5625,1229648.23670257,4956541,1,613339,87619.8571428571,45704.0451762882,140533,8722,5489826,686228.25,1745353.90324392,4999692,1,0,0,0,0,172,192,1.4362963948,1.6158334442,0,1460,293.0,476.8768493141,227411.529411765,0,0,1,1,0,0,0,1,1,310.2352941176,121.875,477.6666666667,0,0,0,0,0,0,8,975,9,4299,8192,62,3,20,0.0,0.0,0,0,0.0,0.0,0,0,0
1931,443,6,128,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,15625.0,128.0,0.0,128,128,128,128.0,0.0,128,128,0,0.0,0.0,0,0,0,0,0,0,40,0,15625.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,253,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
1932,0,0,101912522,65,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.6378018984,1592383.15625,2089651.13585095,15761486,333313,101912522,1592383.15625,2089651.13585095,15761486,333313,0,0.0,0.0,0,0,0,0,0,0,0,0,0.6378018984,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,65,0,0,0,-1,-1,0,0,76413250.0,0.0,76413250,76413250,10390518.0,7595695.7886719,15761486,5019550,0
1933,443,6,7175397,8,10,741,5412,413,0,92.625,150.5294821621,1460,0,541.2,646.4841323137,857.5135285197,2.5085719996,422082.176470588,1695241.71098476,7000288,0,175108,25015.4285714286,23824.0770640204,66923,205,7158677,795408.555555556,2327134.74835016,7000299,0,0,0,0,0,172,212,1.1149208887,1.3936511109,0,1460,323.8421052632,523.0837263721,273616.584795322,0,0,1,1,0,0,0,1,1,341.8333333333,92.625,541.2,0,0,0,0,0,0,8,741,10,5412,8192,62,3,20,175108.0,0.0,175108,175108,7000288.0,0.0,7000288,7000288,0
1934,443,6,153,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,13071.8954248366,153.0,0.0,153,153,153,153.0,0.0,153,153,0,0.0,0.0,0,0,0,0,0,0,40,0,13071.8954248366,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,254,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
1935,443,6,10045059,7,9,1368,641,800,0,195.4285714286,327.247030617,383,0,71.2222222222,128.1471593304,199.9988252931,1.5928228993,669670.6,2581193.16738355,10000112,8,44893,7482.1666666667,5844.9740946104,12955,137,10033799,1254224.875,3533880.92479369,10000125,54,0,0,0,0,152,192,0.6968600184,0.8959628809,0,800,118.1764705882,230.4208745139,53093.7794117647,0,0,1,1,0,0,0,1,1,125.5625,195.4285714286,71.2222222222,0,0,0,0,0,0,7,1368,9,641,8192,34,3,20,44893.0,0.0,44893,44893,10000112.0,0.0,10000112,10000112,0
1936,443,6,137,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,14598.5401459854,137.0,0.0,137,137,137,137.0,0.0,137,137,0,0.0,0.0,0,0,0,0,0,0,40,0,14598.5401459854,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,254,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
1937,443,6,10662203,9,9,1915,4634,831,0,212.7777777778,340.229620175,1460,0,514.8888888889,592.6667369704,614.2257842962,1.6882064616,627188.411764706,2404992.19513897,9949218,1,712984,89123.0,162419.748797456,485822,6693,10645778,1330722.25,3507713.7203893,9998723,1,0,0,0,0,192,184,0.8441032308,0.8441032308,0,1460,344.6842105263,487.180556608,237344.894736842,0,0,1,1,0,0,0,1,1,363.8333333333,212.7777777778,514.8888888889,0,0,0,0,0,0,9,1915,9,4634,8192,33240,4,20,712984.0,0.0,712984,712984,9949218.0,0.0,9949218,9949218,0
1938,443,6,122,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,16393.4426229508,122.0,0.0,122,122,122,122.0,0.0,122,122,0,0.0,0.0,0,0,0,0,0,0,40,0,16393.4426229508,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,64209,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
1939,443,6,11030407,8,14,531,3891,342,0,66.375,129.5265416816,535,0,277.9285714286,262.7243259171,400.8918256597,1.9944866948,525257.476190476,2105361.53283522,9635800,0,1394607,199229.571428571,471712.779897138,1267563,52,11013977,847229.0,2665219.10764134,9635807,0,0,0,0,0,172,284,0.725267889,1.2692188058,0,535,192.2608695652,241.3259239722,58238.2015810277,0,0,1,1,0,0,0,1,1,201.0,66.375,277.9285714286,0,0,0,0,0,0,8,531,14,3891,8192,16616,2,20,0.0,0.0,0,0,0.0,0.0,0,0,0
1940,443,6,10088937,7,8,1295,3643,976,0,185.0,357.3341106957,1460,0,455.375,604.2220352297,489.4470051701,1.4867770509,720638.357142857,2629539.17111285,9855792,0,233145,38857.5,60491.4353036858,160542,189,10072426,1438918.0,3774889.32452789,9999514,0,0,0,0,0,152,164,0.6938292904,0.7929477605,0,1460,308.625,496.4025080517,246415.45,0,0,1,1,0,0,0,1,1,329.2,185.0,455.375,0,0,0,0,0,0,7,1295,8,3643,8192,32208,3,20,233145.0,0.0,233145,233145,9855792.0,0.0,9855792,9855792,0
1941,443,6,129,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,15503.8759689923,129.0,0.0,129,129,129,129.0,0.0,129,129,0,0.0,0.0,0,0,0,0,0,0,40,0,15503.8759689923,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,63337,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
1942,443,6,11007843,9,11,1182,3719,645,0,131.3333333333,227.8678345006,1368,0,338.0909090909,519.3102068216,445.2280069765,1.8168863782,579360.157894737,2261464.711932,9899045,1,10391491,1298936.375,3475936.34193119,9899045,353,10996484,1099648.4,3101925.34583174,9910386,1,0,0,0,0,204,244,0.8175988702,0.999287508,0,1368,233.380952381,411.1579351284,169050.847619048,0,0,1,1,0,0,0,1,1,245.05,131.3333333333,338.0909090909,0,0,0,0,0,0,9,1182,11,3719,8192,37,4,20,492446.0,0.0,492446,492446,9899045.0,0.0,9899045,9899045,0
1943,443,6,11032693,10,17,540,5075,342,0,54.0,118.6095368097,535,0,298.5294117647,257.8034904843,508.9419237896,2.4472719399,424334.346153846,1961823.49391708,10011101,0,10195942,1132882.44444444,3329404.67435104,10011101,218,11016221,688513.8125,2498730.94192806,10027865,0,0,0,0,0,212,344,0.9063970148,1.5408749251,0,535,200.5357142857,244.0556224007,59563.1468253968,0,0,1,1,0,0,0,1,1,207.962962963,54.0,298.5294117647,0,0,0,0,0,0,10,540,17,5075,8192,16616,3,20,184841.0,0.0,184841,184841,10011101.0,0.0,10011101,10011101,0
