index,type,operation,amount,balance,bank,k_symbol
29178,ISSUE,TRANSFER TO ACCOUNT,1347.0,47386.8,EF,unknown
29182,CREDIT,TRANSFER FROM ACCOUNT,5362.0,27010.0,KL,DUCHOD
29185,ISSUE,TRANSFER TO ACCOUNT,5332.0,32194.9,IJ,SIPO
29193,ISSUE,TRANSFER TO ACCOUNT,12.0,15689.7,MN,POJISTNE
29199,CREDIT,TRANSFER FROM ACCOUNT,6605.0,29294.3,IJ,DUCHOD
29204,ISSUE,TRANSFER TO ACCOUNT,825.0,56898.2,QR,SIPO
29207,ISSUE,TRANSFER TO ACCOUNT,115.0,36469.5,UV,unknown
29208,ISSUE,TRANSFER TO ACCOUNT,3778.0,41135.5,EF,unknown
29211,ISSUE,TRANSFER TO ACCOUNT,483.0,21525.3,IJ,unknown
29212,ISSUE,TRANSFER TO ACCOUNT,2166.0,16316.1,EF,SIPO
29214,CREDIT,TRANSFER FROM ACCOUNT,6623.0,31178.1,QR,DUCHOD
29219,ISSUE,TRANSFER TO ACCOUNT,3844.0,32457.4,MN,unknown
29223,ISSUE,TRANSFER TO ACCOUNT,8319.0,25281.0,MN,SIPO
29225,ISSUE,TRANSFER TO ACCOUNT,341.0,42917.6,IJ,unknown
29226,ISSUE,TRANSFER TO ACCOUNT,193.0,43258.6,KL,POJISTNE
29231,ISSUE,TRANSFER TO ACCOUNT,413.0,38854.5,YZ,unknown
29236,ISSUE,TRANSFER TO ACCOUNT,3068.0,26607.0,QR,SIPO
29242,CREDIT,TRANSFER FROM ACCOUNT,4718.0,26975.6,OP,DUCHOD
29244,ISSUE,TRANSFER TO ACCOUNT,555.0,34405.3,AB,SIPO
29245,ISSUE,TRANSFER TO ACCOUNT,2125.0,22417.3,GH,SIPO
29248,CREDIT,TRANSFER FROM ACCOUNT,4271.0,23050.1,CD,DUCHOD
29252,ISSUE,TRANSFER TO ACCOUNT,16.0,27252.4,UV,POJISTNE
29257,CREDIT,TRANSFER FROM ACCOUNT,5188.0,26140.0,MN,DUCHOD
29260,ISSUE,TRANSFER TO ACCOUNT,9039.0,29998.9,WX,SIPO
29264,CREDIT,TRANSFER FROM ACCOUNT,4903.0,25207.6,YZ,DUCHOD
29267,ISSUE,TRANSFER TO ACCOUNT,293.0,26007.3,IJ,POJISTNE
29268,ISSUE,TRANSFER TO ACCOUNT,1321.0,36133.5,EF,unknown
29282,ISSUE,TRANSFER TO ACCOUNT,1973.0,30761.9,OP,SIPO
29288,ISSUE,TRANSFER TO ACCOUNT,6273.0,21082.1,IJ,SIPO
29293,ISSUE,TRANSFER TO ACCOUNT,3114.0,71896.9,AB,SIPO
29299,ISSUE,TRANSFER TO ACCOUNT,186.0,25048.4,CD,SIPO
29300,ISSUE,TRANSFER TO ACCOUNT,1591.0,58961.2,WX,unknown
29301,ISSUE,TRANSFER TO ACCOUNT,1437.0,31388.0,MN,unknown
29302,ISSUE,TRANSFER TO ACCOUNT,7567.0,33921.8,IJ,unknown
29303,ISSUE,TRANSFER TO ACCOUNT,3189.0,17919.0,MN,SIPO
29305,CREDIT,TRANSFER FROM ACCOUNT,6388.0,35303.4,YZ,DUCHOD
29309,CREDIT,TRANSFER FROM ACCOUNT,4916.0,20564.0,WX,DUCHOD
29313,ISSUE,TRANSFER TO ACCOUNT,2332.0,24972.5,IJ,SIPO
29330,ISSUE,TRANSFER TO ACCOUNT,57.0,26604.2,GH,POJISTNE
29334,ISSUE,TRANSFER TO ACCOUNT,652.0,42318.6,YZ,POJISTNE
29336,ISSUE,TRANSFER TO ACCOUNT,2348.0,29848.7,ST,POJISTNE
29343,CREDIT,TRANSFER FROM ACCOUNT,4281.0,4881.0,IJ,DUCHOD
29345,ISSUE,TRANSFER TO ACCOUNT,5119.0,28366.8,KL,SIPO
29349,ISSUE,TRANSFER TO ACCOUNT,2442.0,58135.6,YZ,SIPO
29350,CREDIT,TRANSFER FROM ACCOUNT,4350.0,22824.9,UV,DUCHOD
29358,ISSUE,TRANSFER TO ACCOUNT,308.0,63928.6,OP,POJISTNE
29360,ISSUE,TRANSFER TO ACCOUNT,6948.0,44466.9,WX,SIPO
29367,ISSUE,TRANSFER TO ACCOUNT,5569.0,60183.1,EF,SIPO
29368,ISSUE,TRANSFER TO ACCOUNT,3168.0,27902.7,QR,SIPO
29374,ISSUE,TRANSFER TO ACCOUNT,1727.0,25672.5,WX,SIPO
29376,ISSUE,TRANSFER TO ACCOUNT,3467.0,16819.4,YZ,SIPO
29378,CREDIT,TRANSFER FROM ACCOUNT,6411.0,20286.4,GH,DUCHOD
29383,ISSUE,TRANSFER TO ACCOUNT,5464.0,30591.4,QR,SIPO
29392,ISSUE,TRANSFER TO ACCOUNT,8106.0,29553.5,IJ,SIPO
29394,ISSUE,TRANSFER TO ACCOUNT,629.0,19602.2,EF,POJISTNE
29402,ISSUE,TRANSFER TO ACCOUNT,3058.0,24303.0,KL,SIPO
29405,ISSUE,TRANSFER TO ACCOUNT,2910.0,16288.5,GH,SIPO
29407,ISSUE,TRANSFER TO ACCOUNT,3854.0,20043.7,KL,SIPO
29409,ISSUE,TRANSFER TO ACCOUNT,2643.0,10847.7,WX,SIPO
29410,CREDIT,TRANSFER FROM ACCOUNT,5839.0,28172.4,EF,DUCHOD
29414,ISSUE,TRANSFER TO ACCOUNT,8618.0,15004.7,QR,unknown
29422,ISSUE,TRANSFER TO ACCOUNT,11549.0,45761.7,ST,SIPO
29426,ISSUE,TRANSFER TO ACCOUNT,5950.0,51624.8,QR,SIPO
29430,ISSUE,TRANSFER TO ACCOUNT,8262.0,35818.6,UV,SIPO
29431,ISSUE,TRANSFER TO ACCOUNT,2878.0,62038.5,IJ,SIPO
29434,CREDIT,TRANSFER FROM ACCOUNT,4435.0,22450.1,OP,DUCHOD
29439,CREDIT,TRANSFER FROM ACCOUNT,4440.0,13857.7,KL,DUCHOD
29440,ISSUE,TRANSFER TO ACCOUNT,3671.0,65348.5,YZ,POJISTNE
29441,ISSUE,TRANSFER TO ACCOUNT,3175.0,20848.0,OP,SIPO
29442,ISSUE,TRANSFER TO ACCOUNT,2175.0,24955.1,CD,SIPO
29444,ISSUE,TRANSFER TO ACCOUNT,242.0,30954.4,IJ,unknown
29454,ISSUE,TRANSFER TO ACCOUNT,232.0,27811.9,GH,POJISTNE
29455,ISSUE,TRANSFER TO ACCOUNT,178.0,35173.8,EF,unknown
29457,CREDIT,TRANSFER FROM ACCOUNT,5859.0,31607.3,GH,DUCHOD
29460,ISSUE,TRANSFER TO ACCOUNT,4381.0,29943.1,ST,SIPO
29461,ISSUE,TRANSFER TO ACCOUNT,403.0,29803.4,KL,SIPO
29462,ISSUE,TRANSFER TO ACCOUNT,3383.0,21782.9,MN,SIPO
29468,ISSUE,TRANSFER TO ACCOUNT,10279.0,8884.6,UV,SIPO
29471,CREDIT,TRANSFER FROM ACCOUNT,5058.0,20932.0,QR,DUCHOD
29472,ISSUE,TRANSFER TO ACCOUNT,3223.0,20295.2,WX,SIPO
29473,ISSUE,TRANSFER TO ACCOUNT,2300.0,36412.3,IJ,POJISTNE
29476,CREDIT,TRANSFER FROM ACCOUNT,4974.0,5974.0,EF,DUCHOD
29478,ISSUE,TRANSFER TO ACCOUNT,1721.0,20900.4,WX,unknown
29485,ISSUE,TRANSFER TO ACCOUNT,1580.0,21193.6,YZ,SIPO
29486,CREDIT,TRANSFER FROM ACCOUNT,6022.0,13044.0,MN,DUCHOD
29489,ISSUE,TRANSFER TO ACCOUNT,141.0,27970.9,EF,POJISTNE
29491,ISSUE,TRANSFER TO ACCOUNT,10387.0,42491.4,EF,SIPO
29493,CREDIT,TRANSFER FROM ACCOUNT,6934.0,34019.3,QR,DUCHOD
29494,ISSUE,TRANSFER TO ACCOUNT,2850.0,17184.4,AB,SIPO
29495,ISSUE,TRANSFER TO ACCOUNT,3595.0,20022.9,WX,SIPO
29499,ISSUE,TRANSFER TO ACCOUNT,9220.0,49301.7,EF,SIPO
29500,CREDIT,TRANSFER FROM ACCOUNT,6192.0,19376.0,MN,DUCHOD
29502,ISSUE,TRANSFER TO ACCOUNT,617.0,61802.9,YZ,POJISTNE
29505,ISSUE,TRANSFER TO ACCOUNT,8071.0,19118.0,AB,SIPO
29511,ISSUE,TRANSFER TO ACCOUNT,1143.0,17290.8,EF,unknown
29514,ISSUE,TRANSFER TO ACCOUNT,261.0,26740.7,WX,SIPO
29518,ISSUE,TRANSFER TO ACCOUNT,2360.0,33556.9,EF,SIPO
29523,ISSUE,TRANSFER TO ACCOUNT,1367.0,29196.0,ST,SIPO
29524,ISSUE,TRANSFER TO ACCOUNT,4654.0,15182.2,EF,SIPO
29525,ISSUE,TRANSFER TO ACCOUNT,3350.0,65028.2,EF,SIPO
29526,CREDIT,TRANSFER FROM ACCOUNT,6668.0,30344.5,GH,DUCHOD
29527,CREDIT,TRANSFER FROM ACCOUNT,4058.0,13212.6,GH,DUCHOD
29528,ISSUE,TRANSFER TO ACCOUNT,2190.0,13117.2,UV,SIPO
29530,ISSUE,TRANSFER TO ACCOUNT,188.0,25150.7,AB,unknown
29531,ISSUE,TRANSFER TO ACCOUNT,6846.0,27618.6,ST,SIPO
29536,CREDIT,TRANSFER FROM ACCOUNT,4356.0,32914.2,GH,DUCHOD
29541,ISSUE,TRANSFER TO ACCOUNT,582.0,22216.3,ST,unknown
29544,ISSUE,TRANSFER TO ACCOUNT,5774.0,76699.5,CD,SIPO
29546,ISSUE,TRANSFER TO ACCOUNT,73.0,22999.4,GH,unknown
29549,CREDIT,TRANSFER FROM ACCOUNT,5915.0,27603.3,ST,DUCHOD
29550,CREDIT,TRANSFER FROM ACCOUNT,5280.0,27401.9,EF,DUCHOD
29551,ISSUE,TRANSFER TO ACCOUNT,3655.0,22719.1,EF,unknown
29552,ISSUE,TRANSFER TO ACCOUNT,287.0,31373.2,KL,unknown
29555,ISSUE,TRANSFER TO ACCOUNT,958.0,15892.3,AB,POJISTNE
29562,ISSUE,TRANSFER TO ACCOUNT,4543.0,35511.9,EF,SIPO
29564,CREDIT,TRANSFER FROM ACCOUNT,6891.0,27731.0,CD,DUCHOD
29565,ISSUE,TRANSFER TO ACCOUNT,4375.0,36403.5,WX,SIPO
29566,CREDIT,TRANSFER FROM ACCOUNT,6689.0,34533.5,ST,DUCHOD
29569,CREDIT,TRANSFER FROM ACCOUNT,6060.0,29816.1,KL,DUCHOD
29573,ISSUE,TRANSFER TO ACCOUNT,936.0,35317.9,OP,SIPO
29575,ISSUE,TRANSFER TO ACCOUNT,374.0,25999.7,EF,unknown
29578,ISSUE,TRANSFER TO ACCOUNT,1966.0,59529.3,AB,SIPO
29582,ISSUE,TRANSFER TO ACCOUNT,1862.0,23185.2,MN,unknown
29584,ISSUE,TRANSFER TO ACCOUNT,2212.0,32355.5,ST,SIPO
29590,ISSUE,TRANSFER TO ACCOUNT,3114.0,24642.8,KL,SIPO
29593,ISSUE,TRANSFER TO ACCOUNT,6550.0,28835.4,ST,SIPO
29594,ISSUE,TRANSFER TO ACCOUNT,1168.0,42393.9,MN,unknown
29601,ISSUE,TRANSFER TO ACCOUNT,2361.0,21891.1,IJ,SIPO
29603,ISSUE,TRANSFER TO ACCOUNT,8228.0,40654.9,KL,SIPO
29606,ISSUE,TRANSFER TO ACCOUNT,3657.0,16761.4,IJ,SIPO
29609,ISSUE,TRANSFER TO ACCOUNT,1574.0,49257.0,QR,SIPO
29614,ISSUE,TRANSFER TO ACCOUNT,13711.0,39817.1,IJ,SIPO
29618,CREDIT,TRANSFER FROM ACCOUNT,4408.0,5308.0,ST,DUCHOD
29619,ISSUE,TRANSFER TO ACCOUNT,2343.0,21523.2,QR,SIPO
29625,ISSUE,TRANSFER TO ACCOUNT,9612.0,28430.0,EF,SIPO
29641,CREDIT,TRANSFER FROM ACCOUNT,4555.0,27880.7,QR,DUCHOD
29644,CREDIT,TRANSFER FROM ACCOUNT,4152.0,21435.2,IJ,DUCHOD
29646,ISSUE,TRANSFER TO ACCOUNT,172.0,25835.3,YZ,unknown
29648,ISSUE,TRANSFER TO ACCOUNT,668.0,22496.4,UV,SIPO
29653,ISSUE,TRANSFER TO ACCOUNT,2625.0,18453.7,KL,SIPO
29663,ISSUE,TRANSFER TO ACCOUNT,5884.0,27701.4,ST,SIPO
29671,CREDIT,TRANSFER FROM ACCOUNT,6153.0,29581.7,MN,DUCHOD
29672,CREDIT,TRANSFER FROM ACCOUNT,5772.0,18165.3,UV,DUCHOD
29673,ISSUE,TRANSFER TO ACCOUNT,2761.0,26828.2,UV,SIPO
29675,CREDIT,TRANSFER FROM ACCOUNT,4442.0,23585.5,OP,DUCHOD
29676,ISSUE,TRANSFER TO ACCOUNT,1894.0,21847.6,CD,SIPO
29681,ISSUE,TRANSFER TO ACCOUNT,3572.0,55389.2,AB,POJISTNE
29684,CREDIT,TRANSFER FROM ACCOUNT,5039.0,22958.0,MN,DUCHOD
29689,ISSUE,TRANSFER TO ACCOUNT,4270.0,35734.3,EF,unknown
29692,ISSUE,TRANSFER TO ACCOUNT,5303.0,22646.3,YZ,SIPO
29694,ISSUE,TRANSFER TO ACCOUNT,7692.0,25114.3,YZ,SIPO
29695,ISSUE,TRANSFER TO ACCOUNT,8084.0,37943.9,QR,SIPO
29696,CREDIT,TRANSFER FROM ACCOUNT,6860.0,14620.0,KL,DUCHOD
29697,ISSUE,TRANSFER TO ACCOUNT,6741.0,38808.7,OP,SIPO
29699,ISSUE,TRANSFER TO ACCOUNT,4755.0,34103.5,MN,SIPO
29705,CREDIT,TRANSFER FROM ACCOUNT,4212.0,16098.5,WX,DUCHOD
29706,ISSUE,TRANSFER TO ACCOUNT,3743.0,30694.5,KL,SIPO
29710,ISSUE,TRANSFER TO ACCOUNT,4920.0,26946.4,QR,SIPO
29711,ISSUE,TRANSFER TO ACCOUNT,5907.0,34342.8,MN,SIPO
29712,ISSUE,TRANSFER TO ACCOUNT,2288.0,37142.7,AB,unknown
29713,ISSUE,TRANSFER TO ACCOUNT,1996.0,35146.7,MN,SIPO
29716,ISSUE,TRANSFER TO ACCOUNT,1376.0,25228.2,YZ,SIPO
29717,ISSUE,TRANSFER TO ACCOUNT,5908.0,28610.6,GH,unknown
29727,ISSUE,TRANSFER TO ACCOUNT,8728.0,27891.3,GH,SIPO
29729,ISSUE,TRANSFER TO ACCOUNT,5608.0,22724.3,ST,SIPO
29732,ISSUE,TRANSFER TO ACCOUNT,2289.0,31013.6,KL,unknown
29733,ISSUE,TRANSFER TO ACCOUNT,2363.0,20461.9,GH,SIPO
29734,ISSUE,TRANSFER TO ACCOUNT,3871.0,29570.2,YZ,SIPO
29737,ISSUE,TRANSFER TO ACCOUNT,2401.0,23106.5,KL,SIPO
29738,ISSUE,TRANSFER TO ACCOUNT,3034.0,18805.6,YZ,SIPO
29739,CREDIT,TRANSFER FROM ACCOUNT,6873.0,14046.0,ST,DUCHOD
29741,ISSUE,TRANSFER TO ACCOUNT,2190.0,23162.7,CD,SIPO
29748,ISSUE,TRANSFER TO ACCOUNT,6327.0,39604.3,ST,SIPO
29765,ISSUE,TRANSFER TO ACCOUNT,3204.0,18860.9,CD,SIPO
29769,ISSUE,TRANSFER TO ACCOUNT,2037.0,46409.7,IJ,SIPO
29774,ISSUE,TRANSFER TO ACCOUNT,3172.0,56036.5,GH,SIPO
29775,ISSUE,TRANSFER TO ACCOUNT,379.0,23247.7,QR,unknown
29781,CREDIT,TRANSFER FROM ACCOUNT,6189.0,12778.0,QR,DUCHOD
29785,ISSUE,TRANSFER TO ACCOUNT,1388.0,29219.2,GH,unknown
29788,ISSUE,TRANSFER TO ACCOUNT,601.0,19465.3,EF,unknown
29794,ISSUE,TRANSFER TO ACCOUNT,1726.0,37913.4,QR,POJISTNE
29795,ISSUE,TRANSFER TO ACCOUNT,3035.0,68103.1,CD,SIPO
29796,ISSUE,TRANSFER TO ACCOUNT,2448.0,25587.1,KL,SIPO
29799,CREDIT,TRANSFER FROM ACCOUNT,5081.0,27652.7,WX,DUCHOD
29803,ISSUE,TRANSFER TO ACCOUNT,361.0,10486.7,QR,unknown
29810,CREDIT,TRANSFER FROM ACCOUNT,6019.0,31288.3,CD,DUCHOD
29813,ISSUE,TRANSFER TO ACCOUNT,1022.0,50841.3,IJ,unknown
29817,CREDIT,TRANSFER FROM ACCOUNT,6338.0,32690.0,KL,DUCHOD
29818,ISSUE,TRANSFER TO ACCOUNT,10.0,35774.6,YZ,POJISTNE
29820,ISSUE,TRANSFER TO ACCOUNT,34.0,35784.6,QR,unknown
29824,ISSUE,TRANSFER TO ACCOUNT,1197.0,37091.3,UV,unknown
29828,CREDIT,TRANSFER FROM ACCOUNT,5145.0,26625.0,MN,DUCHOD
29830,ISSUE,TRANSFER TO ACCOUNT,139.0,30815.4,KL,unknown
29831,ISSUE,TRANSFER TO ACCOUNT,2119.0,44810.4,CD,unknown
29833,ISSUE,TRANSFER TO ACCOUNT,5750.0,39509.1,EF,SIPO
29835,ISSUE,TRANSFER TO ACCOUNT,2306.0,19862.3,QR,SIPO
29836,ISSUE,TRANSFER TO ACCOUNT,226.0,27585.9,OP,unknown
29839,ISSUE,TRANSFER TO ACCOUNT,2798.0,18800.2,UV,SIPO
29843,ISSUE,TRANSFER TO ACCOUNT,5429.0,67515.7,UV,SIPO
29847,CREDIT,TRANSFER FROM ACCOUNT,5298.0,34912.8,UV,DUCHOD
29854,CREDIT,TRANSFER FROM ACCOUNT,4042.0,23438.2,CD,DUCHOD
29855,CREDIT,TRANSFER FROM ACCOUNT,4944.0,20376.0,ST,DUCHOD
29856,ISSUE,TRANSFER TO ACCOUNT,2694.0,20744.2,AB,SIPO
29860,CREDIT,TRANSFER FROM ACCOUNT,5093.0,10786.0,MN,DUCHOD
29869,ISSUE,TRANSFER TO ACCOUNT,47.0,28503.3,QR,unknown
29871,ISSUE,TRANSFER TO ACCOUNT,152.0,21041.6,KL,unknown
29872,CREDIT,TRANSFER FROM ACCOUNT,4019.0,4719.0,OP,DUCHOD
29877,ISSUE,TRANSFER TO ACCOUNT,3598.0,35053.8,GH,SIPO
29880,ISSUE,TRANSFER TO ACCOUNT,3240.0,17534.1,AB,SIPO
29885,ISSUE,TRANSFER TO ACCOUNT,1112.0,17341.7,MN,unknown
29897,ISSUE,TRANSFER TO ACCOUNT,3852.0,20852.6,MN,SIPO
29898,ISSUE,TRANSFER TO ACCOUNT,5463.0,21277.7,YZ,unknown
29900,ISSUE,TRANSFER TO ACCOUNT,6619.0,54195.3,ST,SIPO
29906,ISSUE,TRANSFER TO ACCOUNT,2264.0,26932.0,QR,unknown
29917,CREDIT,TRANSFER FROM ACCOUNT,5544.0,30638.7,GH,DUCHOD
29920,ISSUE,TRANSFER TO ACCOUNT,66.0,31247.0,OP,POJISTNE
29923,ISSUE,TRANSFER TO ACCOUNT,2617.0,29347.4,QR,unknown
29924,ISSUE,TRANSFER TO ACCOUNT,7936.0,31313.0,OP,SIPO
29934,CREDIT,TRANSFER FROM ACCOUNT,5448.0,26249.2,IJ,DUCHOD
29935,ISSUE,TRANSFER TO ACCOUNT,1622.0,34781.5,YZ,POJISTNE
29936,ISSUE,TRANSFER TO ACCOUNT,2082.0,34387.5,OP,unknown
29945,CREDIT,TRANSFER FROM ACCOUNT,6945.0,7445.0,YZ,DUCHOD
29950,CREDIT,TRANSFER FROM ACCOUNT,4220.0,17478.5,EF,DUCHOD
29953,ISSUE,TRANSFER TO ACCOUNT,3081.0,36912.5,EF,SIPO
29955,ISSUE,TRANSFER TO ACCOUNT,4216.0,39993.5,ST,unknown
29961,CREDIT,TRANSFER FROM ACCOUNT,5096.0,15488.0,KL,DUCHOD
29964,ISSUE,TRANSFER TO ACCOUNT,3189.0,21453.8,MN,POJISTNE
29967,CREDIT,TRANSFER FROM ACCOUNT,5163.0,11426.0,KL,DUCHOD
29968,ISSUE,TRANSFER TO ACCOUNT,1941.0,71533.6,YZ,SIPO
29975,ISSUE,TRANSFER TO ACCOUNT,8894.0,21911.3,OP,unknown
29977,CREDIT,TRANSFER FROM ACCOUNT,6932.0,28455.2,WX,DUCHOD
29983,ISSUE,TRANSFER TO ACCOUNT,145.0,22892.3,IJ,unknown
30000,ISSUE,TRANSFER TO ACCOUNT,46.0,34101.0,EF,POJISTNE
30002,ISSUE,TRANSFER TO ACCOUNT,119.0,65022.8,AB,unknown
30013,ISSUE,TRANSFER TO ACCOUNT,2757.0,17248.7,UV,SIPO
30014,ISSUE,TRANSFER TO ACCOUNT,1536.0,30704.4,AB,SIPO
30016,ISSUE,TRANSFER TO ACCOUNT,7701.0,37338.6,GH,SIPO
30020,ISSUE,TRANSFER TO ACCOUNT,4806.0,22524.7,IJ,SIPO
30026,ISSUE,TRANSFER TO ACCOUNT,629.0,15616.3,ST,POJISTNE
30031,CREDIT,TRANSFER FROM ACCOUNT,4635.0,23901.5,ST,DUCHOD
30034,ISSUE,TRANSFER TO ACCOUNT,7421.0,47968.2,EF,SIPO
30037,ISSUE,TRANSFER TO ACCOUNT,511.0,30177.0,KL,POJISTNE
30044,ISSUE,TRANSFER TO ACCOUNT,4550.0,42845.3,UV,SIPO
30055,ISSUE,TRANSFER TO ACCOUNT,4545.0,16694.1,CD,SIPO
30061,ISSUE,TRANSFER TO ACCOUNT,5873.0,32947.2,CD,SIPO
30081,ISSUE,TRANSFER TO ACCOUNT,2390.0,11747.5,ST,SIPO
30086,ISSUE,TRANSFER TO ACCOUNT,6492.0,23703.0,OP,SIPO
30087,ISSUE,TRANSFER TO ACCOUNT,2165.0,20856.4,CD,SIPO
30088,ISSUE,TRANSFER TO ACCOUNT,121.0,18444.3,GH,POJISTNE
30095,ISSUE,TRANSFER TO ACCOUNT,308.0,26015.1,YZ,POJISTNE
30097,ISSUE,TRANSFER TO ACCOUNT,2145.0,31439.2,GH,SIPO
30104,ISSUE,TRANSFER TO ACCOUNT,13396.0,58382.3,KL,SIPO
30111,ISSUE,TRANSFER TO ACCOUNT,2261.0,24170.4,AB,unknown
30116,ISSUE,TRANSFER TO ACCOUNT,1948.0,58566.6,YZ,SIPO
30118,ISSUE,TRANSFER TO ACCOUNT,590.0,12946.3,EF,POJISTNE
30130,ISSUE,TRANSFER TO ACCOUNT,60.0,26726.7,EF,POJISTNE
30134,ISSUE,TRANSFER TO ACCOUNT,872.0,65403.9,GH,SIPO
30135,ISSUE,TRANSFER TO ACCOUNT,3306.0,25788.6,CD,SIPO
30141,ISSUE,TRANSFER TO ACCOUNT,3869.0,18854.0,KL,SIPO
30142,ISSUE,TRANSFER TO ACCOUNT,2343.0,28237.9,OP,SIPO
30146,ISSUE,TRANSFER TO ACCOUNT,3223.0,20782.1,ST,SIPO
30148,ISSUE,TRANSFER TO ACCOUNT,4208.0,34120.0,YZ,unknown
30149,ISSUE,TRANSFER TO ACCOUNT,8110.0,14189.4,EF,SIPO
30150,ISSUE,TRANSFER TO ACCOUNT,4068.0,10936.7,AB,POJISTNE
30151,ISSUE,TRANSFER TO ACCOUNT,2070.0,12119.4,MN,unknown
30155,ISSUE,TRANSFER TO ACCOUNT,6082.0,29260.0,WX,unknown
30161,ISSUE,TRANSFER TO ACCOUNT,3734.0,19494.1,UV,SIPO
30163,ISSUE,TRANSFER TO ACCOUNT,3422.0,19881.4,WX,SIPO
30168,ISSUE,TRANSFER TO ACCOUNT,2291.0,24745.5,GH,unknown
30169,ISSUE,TRANSFER TO ACCOUNT,3311.0,58727.5,UV,unknown
30171,ISSUE,TRANSFER TO ACCOUNT,317.0,27036.5,CD,SIPO
30172,CREDIT,TRANSFER FROM ACCOUNT,6059.0,12718.0,KL,DUCHOD
30173,ISSUE,TRANSFER TO ACCOUNT,1485.0,19365.1,ST,SIPO
30174,ISSUE,TRANSFER TO ACCOUNT,2266.0,17860.2,QR,SIPO
30182,ISSUE,TRANSFER TO ACCOUNT,3839.0,29275.0,OP,SIPO
30185,ISSUE,TRANSFER TO ACCOUNT,479.0,36228.9,YZ,unknown
30186,ISSUE,TRANSFER TO ACCOUNT,7218.0,36707.9,ST,SIPO
30188,ISSUE,TRANSFER TO ACCOUNT,247.0,30568.4,WX,POJISTNE
30192,ISSUE,TRANSFER TO ACCOUNT,11469.0,51501.9,ST,SIPO
30198,ISSUE,TRANSFER TO ACCOUNT,1042.0,21881.9,CD,SIPO
30199,ISSUE,TRANSFER TO ACCOUNT,3583.0,24424.3,IJ,SIPO
30204,ISSUE,TRANSFER TO ACCOUNT,2726.0,27077.4,AB,POJISTNE
30206,CREDIT,TRANSFER FROM ACCOUNT,5271.0,28009.3,IJ,DUCHOD
30208,ISSUE,TRANSFER TO ACCOUNT,8818.0,26500.1,QR,SIPO
30213,ISSUE,TRANSFER TO ACCOUNT,2359.0,24675.0,WX,SIPO
30214,ISSUE,TRANSFER TO ACCOUNT,2249.0,25964.3,OP,SIPO
30215,CREDIT,TRANSFER FROM ACCOUNT,6559.0,26854.2,GH,DUCHOD
30216,ISSUE,TRANSFER TO ACCOUNT,41.0,36371.3,IJ,unknown
30220,ISSUE,TRANSFER TO ACCOUNT,3152.0,13500.6,UV,SIPO
30226,ISSUE,TRANSFER TO ACCOUNT,5268.0,58960.5,WX,SIPO
30228,ISSUE,TRANSFER TO ACCOUNT,7388.0,62209.8,WX,SIPO
30230,ISSUE,TRANSFER TO ACCOUNT,5315.0,26976.9,QR,unknown
30233,ISSUE,TRANSFER TO ACCOUNT,372.0,32291.9,KL,POJISTNE
30234,ISSUE,TRANSFER TO ACCOUNT,2273.0,25937.4,EF,SIPO
30238,ISSUE,TRANSFER TO ACCOUNT,2569.0,23301.3,GH,unknown
30244,ISSUE,TRANSFER TO ACCOUNT,5632.0,41645.7,KL,unknown
30251,CREDIT,TRANSFER FROM ACCOUNT,5993.0,25165.6,UV,DUCHOD
30253,ISSUE,TRANSFER TO ACCOUNT,660.0,41860.8,YZ,unknown
30257,ISSUE,TRANSFER TO ACCOUNT,3430.0,36289.2,EF,SIPO
30261,ISSUE,TRANSFER TO ACCOUNT,2153.0,14698.9,OP,SIPO
30263,ISSUE,TRANSFER TO ACCOUNT,1628.0,13190.0,MN,SIPO
30269,CREDIT,TRANSFER FROM ACCOUNT,4281.0,5181.0,MN,DUCHOD
30270,ISSUE,TRANSFER TO ACCOUNT,994.0,21222.3,OP,SIPO
30273,ISSUE,TRANSFER TO ACCOUNT,4769.0,25918.4,OP,SIPO
30275,ISSUE,TRANSFER TO ACCOUNT,1726.0,13963.7,YZ,SIPO
30287,ISSUE,TRANSFER TO ACCOUNT,5005.0,21225.0,KL,SIPO
30289,ISSUE,TRANSFER TO ACCOUNT,74.0,31553.5,EF,POJISTNE
30294,ISSUE,TRANSFER TO ACCOUNT,3688.0,26128.1,EF,SIPO
30298,CREDIT,TRANSFER FROM ACCOUNT,5842.0,28373.5,KL,DUCHOD
30305,ISSUE,TRANSFER TO ACCOUNT,3122.0,81282.2,AB,SIPO
30306,ISSUE,TRANSFER TO ACCOUNT,504.0,31953.4,CD,POJISTNE
30309,ISSUE,TRANSFER TO ACCOUNT,465.0,31488.4,YZ,SIPO
30324,ISSUE,TRANSFER TO ACCOUNT,40.0,37094.5,MN,unknown
30325,ISSUE,TRANSFER TO ACCOUNT,2374.0,31379.9,IJ,SIPO
30334,CREDIT,TRANSFER FROM ACCOUNT,6892.0,29687.6,YZ,DUCHOD
30336,CREDIT,TRANSFER FROM ACCOUNT,6303.0,32170.0,AB,DUCHOD
30342,CREDIT,TRANSFER FROM ACCOUNT,6567.0,35696.9,YZ,DUCHOD
30345,ISSUE,TRANSFER TO ACCOUNT,6545.0,32291.4,KL,SIPO
30347,ISSUE,TRANSFER TO ACCOUNT,3190.0,19702.3,AB,SIPO
30351,ISSUE,TRANSFER TO ACCOUNT,3489.0,43643.5,UV,unknown
