index,type,operation,amount,balance,bank,k_symbol,anomaly
619,ISSUE,TRANSFER TO ACCOUNT,10897.0,48096.0,EF,SIPO,0
620,ISSUE,TRANSFER TO ACCOUNT,13975.0,56847.0,EF,SIPO,0
621,ISSUE,TRANSFER TO ACCOUNT,3370.0,35740.0,WX,unknown,0
622,ISSUE,TRANSFER TO ACCOUNT,6378.0,55599.0,EF,SIPO,0
623,ISSUE,TRANSFER TO ACCOUNT,3448.0,29004.0,EF,SIPO,0
624,CREDIT,TRANSFER FROM ACCOUNT,10243.0,52220.0,IJ,DUCHOD,0
625,CREDIT,TRANSFER FROM ACCOUNT,6556.0,26431.0,IJ,DUCHOD,0
626,ISSUE,TRANSFER TO ACCOUNT,5995.0,38835.0,EF,SIPO,0
627,ISSUE,TRANSFER TO ACCOUNT,6260.0,46627.0,IJ,unknown,0
628,CREDIT,TRANSFER FROM ACCOUNT,6074.0,24827.0,IJ,DUCHOD,0
629,CREDIT,TRANSFER FROM ACCOUNT,5490.0,30747.0,OP,DUCHOD,0
630,ISSUE,TRANSFER TO ACCOUNT,8822.0,56783.0,EF,SIPO,0
631,CREDIT,TRANSFER FROM ACCOUNT,6394.0,21784.0,IJ,DUCHOD,0
632,CREDIT,TRANSFER FROM ACCOUNT,7518.0,25865.0,IJ,DUCHOD,0
633,ISSUE,TRANSFER TO ACCOUNT,6100.0,36576.0,AB,SIPO,0
634,ISSUE,TRANSFER TO ACCOUNT,6264.0,16663.0,EF,SIPO,0
635,CREDIT,TRANSFER FROM ACCOUNT,5813.0,23981.0,IJ,DUCHOD,0
636,CREDIT,TRANSFER FROM ACCOUNT,9348.0,35260.0,IJ,DUCHOD,0
637,ISSUE,TRANSFER TO ACCOUNT,3686.0,51269.0,IJ,unknown,0
638,CREDIT,TRANSFER FROM ACCOUNT,5392.0,27450.0,OP,DUCHOD,0
639,ISSUE,TRANSFER TO ACCOUNT,6518.0,38070.0,WX,unknown,0
640,CREDIT,TRANSFER FROM ACCOUNT,4044.0,16406.0,WX,DUCHOD,0
641,ISSUE,TRANSFER TO ACCOUNT,5464.0,64669.0,IJ,unknown,0
642,ISSUE,TRANSFER TO ACCOUNT,8096.0,53106.0,EF,SIPO,0
643,ISSUE,TRANSFER TO ACCOUNT,5371.0,54099.0,IJ,unknown,0
644,CREDIT,TRANSFER FROM ACCOUNT,5928.0,28141.0,IJ,DUCHOD,0
645,ISSUE,TRANSFER TO ACCOUNT,4426.0,48576.0,WX,unknown,0
646,CREDIT,TRANSFER FROM ACCOUNT,5386.0,29004.0,WX,DUCHOD,0
647,ISSUE,TRANSFER TO ACCOUNT,6250.0,70812.0,IJ,unknown,0
648,ISSUE,TRANSFER TO ACCOUNT,4442.0,41911.0,AB,SIPO,0
649,CREDIT,TRANSFER FROM ACCOUNT,5395.0,23149.0,WX,DUCHOD,0
650,CREDIT,TRANSFER FROM ACCOUNT,6776.0,28235.0,IJ,DUCHOD,0
651,ISSUE,TRANSFER TO ACCOUNT,3216.0,30716.0,EF,SIPO,0
652,ISSUE,TRANSFER TO ACCOUNT,1223.0,32050.0,WX,unknown,0
653,CREDIT,TRANSFER FROM ACCOUNT,7066.0,24763.0,IJ,DUCHOD,0
654,CREDIT,TRANSFER FROM ACCOUNT,5990.0,26869.0,OP,DUCHOD,0
655,CREDIT,TRANSFER FROM ACCOUNT,5828.0,29599.0,IJ,DUCHOD,0
656,CREDIT,TRANSFER FROM ACCOUNT,5722.0,24492.0,OP,DUCHOD,0
657,CREDIT,TRANSFER FROM ACCOUNT,6186.0,29900.0,WX,DUCHOD,0
658,ISSUE,TRANSFER TO ACCOUNT,9925.0,67544.0,WX,unknown,0
659,ISSUE,TRANSFER TO ACCOUNT,9675.0,53165.0,EF,SIPO,0
660,CREDIT,TRANSFER FROM ACCOUNT,8559.0,30644.0,IJ,DUCHOD,0
661,ISSUE,TRANSFER TO ACCOUNT,5044.0,44510.0,IJ,unknown,0
662,ISSUE,TRANSFER TO ACCOUNT,7182.0,55257.0,EF,SIPO,0
663,ISSUE,TRANSFER TO ACCOUNT,5359.0,22527.0,EF,SIPO,0
664,CREDIT,TRANSFER FROM ACCOUNT,7067.0,22746.0,IJ,DUCHOD,0
665,CREDIT,TRANSFER FROM ACCOUNT,5331.0,23116.0,WX,DUCHOD,0
666,CREDIT,TRANSFER FROM ACCOUNT,6231.0,26041.0,IJ,DUCHOD,0
667,ISSUE,TRANSFER TO ACCOUNT,1748.0,35735.0,IJ,unknown,0
668,ISSUE,TRANSFER TO ACCOUNT,11561.0,67775.0,IJ,unknown,0
669,CREDIT,TRANSFER FROM ACCOUNT,5376.0,27885.0,IJ,DUCHOD,0
670,ISSUE,TRANSFER TO ACCOUNT,4332.0,36319.0,EF,SIPO,0
671,ISSUE,TRANSFER TO ACCOUNT,8700.0,61156.0,IJ,unknown,0
672,CREDIT,TRANSFER FROM ACCOUNT,4958.0,20911.0,IJ,DUCHOD,0
673,ISSUE,TRANSFER TO ACCOUNT,2794.0,24601.0,EF,SIPO,0
674,ISSUE,TRANSFER TO ACCOUNT,8538.0,59598.0,EF,SIPO,0
675,CREDIT,TRANSFER FROM ACCOUNT,5698.0,27202.0,WX,DUCHOD,0
676,ISSUE,TRANSFER TO ACCOUNT,6465.0,43312.0,EF,SIPO,0
677,ISSUE,TRANSFER TO ACCOUNT,11572.0,79101.0,IJ,unknown,0
678,ISSUE,TRANSFER TO ACCOUNT,4886.0,37776.0,AB,SIPO,0
679,CREDIT,TRANSFER FROM ACCOUNT,5795.0,28621.0,IJ,DUCHOD,0
680,ISSUE,TRANSFER TO ACCOUNT,6779.0,55717.0,IJ,unknown,0
681,CREDIT,TRANSFER FROM ACCOUNT,5992.0,26096.0,MN,DUCHOD,0
682,CREDIT,TRANSFER FROM ACCOUNT,6085.0,29502.0,WX,DUCHOD,0
683,ISSUE,TRANSFER TO ACCOUNT,8133.0,46922.0,EF,SIPO,0
684,ISSUE,TRANSFER TO ACCOUNT,3648.0,41915.0,AB,SIPO,0
685,ISSUE,TRANSFER TO ACCOUNT,11553.0,64197.0,AB,SIPO,0
686,CREDIT,TRANSFER FROM ACCOUNT,5326.0,17767.0,OP,DUCHOD,0
687,CREDIT,TRANSFER FROM ACCOUNT,5804.0,25731.0,WX,DUCHOD,0
688,ISSUE,TRANSFER TO ACCOUNT,6844.0,35259.0,EF,SIPO,0
689,CREDIT,TRANSFER FROM ACCOUNT,6425.0,23230.0,IJ,DUCHOD,0
690,ISSUE,TRANSFER TO ACCOUNT,8955.0,55390.0,EF,SIPO,0
691,ISSUE,TRANSFER TO ACCOUNT,11390.0,47614.0,EF,SIPO,0
692,ISSUE,TRANSFER TO ACCOUNT,8137.0,56023.0,EF,SIPO,0
693,ISSUE,TRANSFER TO ACCOUNT,4373.0,44066.0,IJ,unknown,0
694,CREDIT,TRANSFER FROM ACCOUNT,9113.0,52278.0,IJ,DUCHOD,0
695,CREDIT,TRANSFER FROM ACCOUNT,6440.0,29205.0,IJ,DUCHOD,0
696,ISSUE,TRANSFER TO ACCOUNT,9622.0,55008.0,IJ,unknown,0
697,ISSUE,TRANSFER TO ACCOUNT,3560.0,34821.0,EF,SIPO,0
698,CREDIT,TRANSFER FROM ACCOUNT,5578.0,25584.0,MN,DUCHOD,0
699,CREDIT,TRANSFER FROM ACCOUNT,7270.0,28956.0,IJ,DUCHOD,0
700,ISSUE,TRANSFER TO ACCOUNT,124.0,29837.0,WX,unknown,0
701,ISSUE,TRANSFER TO ACCOUNT,13159.0,59769.0,EF,SIPO,0
702,CREDIT,TRANSFER FROM ACCOUNT,5204.0,27402.0,GH,DUCHOD,0
703,CREDIT,TRANSFER FROM ACCOUNT,5127.0,21602.0,IJ,DUCHOD,0
704,ISSUE,TRANSFER TO ACCOUNT,4631.0,40081.0,EF,SIPO,0
705,ISSUE,TRANSFER TO ACCOUNT,672.0,29737.0,IJ,unknown,0
706,CREDIT,TRANSFER FROM ACCOUNT,7135.0,26488.0,IJ,DUCHOD,0
707,ISSUE,TRANSFER TO ACCOUNT,5332.0,40817.0,EF,SIPO,0
708,ISSUE,TRANSFER TO ACCOUNT,4809.0,37758.0,EF,SIPO,0
709,ISSUE,TRANSFER TO ACCOUNT,8836.0,54077.0,IJ,unknown,0
710,ISSUE,TRANSFER TO ACCOUNT,7239.0,72865.0,IJ,unknown,0
711,ISSUE,TRANSFER TO ACCOUNT,7699.0,50195.0,EF,SIPO,0
712,ISSUE,TRANSFER TO ACCOUNT,5229.0,37113.0,EF,SIPO,0
713,ISSUE,TRANSFER TO ACCOUNT,3668.0,42582.0,EF,SIPO,0
714,CREDIT,TRANSFER FROM ACCOUNT,6443.0,25483.0,IJ,DUCHOD,0
715,ISSUE,TRANSFER TO ACCOUNT,8440.0,54120.0,EF,SIPO,0
716,ISSUE,TRANSFER TO ACCOUNT,10271.0,58080.0,IJ,unknown,0
717,CREDIT,TRANSFER FROM ACCOUNT,5661.0,30589.0,OP,DUCHOD,0
718,ISSUE,TRANSFER TO ACCOUNT,6855.0,53231.0,EF,SIPO,0
719,ISSUE,TRANSFER TO ACCOUNT,5062.0,63412.0,WX,unknown,0
720,ISSUE,TRANSFER TO ACCOUNT,355.0,32743.0,WX,unknown,0
721,CREDIT,TRANSFER FROM ACCOUNT,5690.0,26256.0,GH,DUCHOD,0
722,ISSUE,TRANSFER TO ACCOUNT,2443.0,30454.0,EF,SIPO,0
723,CREDIT,TRANSFER FROM ACCOUNT,4424.0,21938.0,MN,DUCHOD,0
724,ISSUE,TRANSFER TO ACCOUNT,2230.0,29412.0,EF,SIPO,0
725,ISSUE,TRANSFER TO ACCOUNT,2321.0,37316.0,EF,SIPO,0
726,ISSUE,TRANSFER TO ACCOUNT,1.0,32025.0,WX,unknown,0
727,ISSUE,TRANSFER TO ACCOUNT,2380.0,32942.0,WX,unknown,0
728,ISSUE,TRANSFER TO ACCOUNT,1.0,30783.0,IJ,unknown,0
729,CREDIT,TRANSFER FROM ACCOUNT,6506.0,31355.0,IJ,DUCHOD,0
730,ISSUE,TRANSFER TO ACCOUNT,2619.0,27473.0,EF,SIPO,0
731,ISSUE,TRANSFER TO ACCOUNT,2997.0,35020.0,AB,SIPO,0
732,ISSUE,TRANSFER TO ACCOUNT,2115.0,38572.0,IJ,unknown,0
733,ISSUE,TRANSFER TO ACCOUNT,8873.0,69856.0,IJ,unknown,0
734,ISSUE,TRANSFER TO ACCOUNT,5320.0,44881.0,IJ,unknown,0
735,ISSUE,TRANSFER TO ACCOUNT,3338.0,49555.0,WX,unknown,0
736,CREDIT,TRANSFER FROM ACCOUNT,6702.0,27124.0,IJ,DUCHOD,0
737,ISSUE,TRANSFER TO ACCOUNT,1802.0,34888.0,IJ,unknown,0
738,ISSUE,TRANSFER TO ACCOUNT,1.0,22740.0,WX,unknown,0
739,ISSUE,TRANSFER TO ACCOUNT,1.0,25289.0,WX,unknown,0
740,ISSUE,TRANSFER TO ACCOUNT,1.0,24873.0,IJ,unknown,0
741,ISSUE,TRANSFER TO ACCOUNT,7103.0,63472.0,IJ,unknown,0
742,CREDIT,TRANSFER FROM ACCOUNT,5573.0,24403.0,GH,DUCHOD,0
743,ISSUE,TRANSFER TO ACCOUNT,10763.0,46668.0,EF,SIPO,0
744,ISSUE,TRANSFER TO ACCOUNT,3602.0,47284.0,WX,unknown,0
745,ISSUE,TRANSFER TO ACCOUNT,7985.0,69324.0,IJ,unknown,0
746,CREDIT,TRANSFER FROM ACCOUNT,6001.0,22123.0,GH,DUCHOD,0
747,CREDIT,TRANSFER FROM ACCOUNT,6200.0,22416.0,IJ,DUCHOD,0
748,ISSUE,TRANSFER TO ACCOUNT,1864.0,33882.0,IJ,unknown,0
749,ISSUE,TRANSFER TO ACCOUNT,6227.0,39605.0,AB,SIPO,0
750,CREDIT,TRANSFER FROM ACCOUNT,8354.0,46026.0,MN,DUCHOD,0
751,CREDIT,TRANSFER FROM ACCOUNT,6319.0,21992.0,GH,DUCHOD,0
752,ISSUE,TRANSFER TO ACCOUNT,2195.0,24797.0,EF,SIPO,0
753,CREDIT,TRANSFER FROM ACCOUNT,6203.0,26821.0,GH,DUCHOD,0
754,ISSUE,TRANSFER TO ACCOUNT,1822.0,38227.0,WX,unknown,0
755,ISSUE,TRANSFER TO ACCOUNT,5467.0,25769.0,AB,SIPO,0
756,CREDIT,TRANSFER FROM ACCOUNT,5538.0,24650.0,GH,DUCHOD,0
757,ISSUE,TRANSFER TO ACCOUNT,1.0,27734.0,WX,unknown,0
758,ISSUE,TRANSFER TO ACCOUNT,2165.0,31057.0,EF,SIPO,0
759,ISSUE,TRANSFER TO ACCOUNT,6860.0,39910.0,EF,SIPO,0
760,CREDIT,TRANSFER FROM ACCOUNT,7072.0,27579.0,QR,DUCHOD,0
761,CREDIT,TRANSFER FROM ACCOUNT,5310.0,20410.0,MN,DUCHOD,0
762,ISSUE,TRANSFER TO ACCOUNT,11179.0,64636.0,AB,SIPO,0
763,ISSUE,TRANSFER TO ACCOUNT,4644.0,33831.0,AB,SIPO,0
764,ISSUE,TRANSFER TO ACCOUNT,1.0,17178.0,EF,SIPO,0
765,ISSUE,TRANSFER TO ACCOUNT,442.0,33563.0,IJ,unknown,0
766,CREDIT,TRANSFER FROM ACCOUNT,6671.0,26416.0,GH,DUCHOD,0
767,CREDIT,TRANSFER FROM ACCOUNT,6050.0,24541.0,QR,DUCHOD,0
768,CREDIT,TRANSFER FROM ACCOUNT,7385.0,36606.0,MN,DUCHOD,0
769,ISSUE,TRANSFER TO ACCOUNT,3043.0,34334.0,AB,SIPO,0
770,ISSUE,TRANSFER TO ACCOUNT,2277.0,37011.0,WX,unknown,0
771,CREDIT,TRANSFER FROM ACCOUNT,5874.0,17699.0,MN,DUCHOD,0
772,CREDIT,TRANSFER FROM ACCOUNT,6085.0,25116.0,MN,DUCHOD,0
773,CREDIT,TRANSFER FROM ACCOUNT,6665.0,42731.0,MN,DUCHOD,0
774,CREDIT,TRANSFER FROM ACCOUNT,5671.0,22013.0,QR,DUCHOD,0
775,ISSUE,TRANSFER TO ACCOUNT,4384.0,56553.0,IJ,unknown,0
776,CREDIT,TRANSFER FROM ACCOUNT,6258.0,39711.0,GH,DUCHOD,0
777,CREDIT,TRANSFER FROM ACCOUNT,5246.0,18301.0,GH,DUCHOD,0
778,CREDIT,TRANSFER FROM ACCOUNT,6298.0,24434.0,QR,DUCHOD,0
779,CREDIT,TRANSFER FROM ACCOUNT,6081.0,30929.0,GH,DUCHOD,0
780,ISSUE,TRANSFER TO ACCOUNT,539.0,15202.0,EF,SIPO,0
781,ISSUE,TRANSFER TO ACCOUNT,1635.0,42888.0,WX,unknown,0
782,ISSUE,TRANSFER TO ACCOUNT,2001.0,21102.0,EF,SIPO,0
783,ISSUE,TRANSFER TO ACCOUNT,3231.0,39787.0,EF,SIPO,0
784,ISSUE,TRANSFER TO ACCOUNT,1394.0,25032.0,EF,SIPO,0
785,CREDIT,TRANSFER FROM ACCOUNT,4615.0,22287.0,MN,DUCHOD,0
786,ISSUE,TRANSFER TO ACCOUNT,7040.0,35539.0,EF,SIPO,0
787,ISSUE,TRANSFER TO ACCOUNT,1739.0,29691.0,EF,SIPO,0
788,CREDIT,TRANSFER FROM ACCOUNT,6289.0,22035.0,GH,DUCHOD,0
789,ISSUE,TRANSFER TO ACCOUNT,12305.0,63845.0,IJ,unknown,0
790,ISSUE,TRANSFER TO ACCOUNT,3328.0,38446.0,EF,SIPO,0
791,ISSUE,TRANSFER TO ACCOUNT,3063.0,32882.0,EF,SIPO,0
792,CREDIT,TRANSFER FROM ACCOUNT,5136.0,19516.0,GH,DUCHOD,0
793,CREDIT,TRANSFER FROM ACCOUNT,6203.0,23830.0,MN,DUCHOD,0
794,CREDIT,TRANSFER FROM ACCOUNT,6348.0,29675.0,GH,DUCHOD,0
795,CREDIT,TRANSFER FROM ACCOUNT,6375.0,24205.0,MN,DUCHOD,0
796,CREDIT,TRANSFER FROM ACCOUNT,4846.0,14602.0,GH,DUCHOD,0
797,ISSUE,TRANSFER TO ACCOUNT,3877.0,34380.0,EF,SIPO,0
798,CREDIT,TRANSFER FROM ACCOUNT,5782.0,22016.0,GH,DUCHOD,0
799,CREDIT,TRANSFER FROM ACCOUNT,6571.0,22830.0,GH,DUCHOD,0
800,CREDIT,TRANSFER FROM ACCOUNT,5240.0,23773.0,IJ,DUCHOD,0
801,CREDIT,TRANSFER FROM ACCOUNT,6036.0,22961.0,GH,DUCHOD,0
802,CREDIT,TRANSFER FROM ACCOUNT,5923.0,20369.0,GH,DUCHOD,0
803,CREDIT,TRANSFER FROM ACCOUNT,7178.0,23205.0,GH,DUCHOD,0
804,CREDIT,TRANSFER FROM ACCOUNT,6188.0,19155.0,GH,DUCHOD,0
805,CREDIT,TRANSFER FROM ACCOUNT,6338.0,30431.0,QR,DUCHOD,0
806,ISSUE,TRANSFER TO ACCOUNT,3903.0,36809.0,AB,SIPO,0
807,CREDIT,TRANSFER FROM ACCOUNT,6180.0,17881.0,QR,DUCHOD,0
808,CREDIT,TRANSFER FROM ACCOUNT,4968.0,17554.0,GH,DUCHOD,0
809,CREDIT,TRANSFER FROM ACCOUNT,6128.0,25544.0,GH,DUCHOD,0
810,CREDIT,TRANSFER FROM ACCOUNT,6525.0,24153.0,GH,DUCHOD,0
811,CREDIT,TRANSFER FROM ACCOUNT,6757.0,22189.0,GH,DUCHOD,0
812,CREDIT,TRANSFER FROM ACCOUNT,7727.0,26910.0,QR,DUCHOD,0
813,CREDIT,TRANSFER FROM ACCOUNT,8717.0,34794.0,QR,DUCHOD,0
814,CREDIT,TRANSFER FROM ACCOUNT,5968.0,27668.0,GH,DUCHOD,0
815,ISSUE,TRANSFER TO ACCOUNT,1809.0,17305.0,EF,SIPO,0
816,CREDIT,TRANSFER FROM ACCOUNT,6417.0,25950.0,GH,DUCHOD,0
817,CREDIT,TRANSFER FROM ACCOUNT,6052.0,29249.0,GH,DUCHOD,0
818,CREDIT,TRANSFER FROM ACCOUNT,6319.0,28652.0,GH,DUCHOD,0
819,ISSUE,TRANSFER TO ACCOUNT,2230.0,26808.0,EF,SIPO,0
820,CREDIT,TRANSFER FROM ACCOUNT,5985.0,22019.0,QR,DUCHOD,0
821,CREDIT,TRANSFER FROM ACCOUNT,6951.0,33121.0,GH,DUCHOD,0
822,ISSUE,TRANSFER TO ACCOUNT,1811.0,25519.0,EF,SIPO,0
823,CREDIT,TRANSFER FROM ACCOUNT,7667.0,34900.0,QR,DUCHOD,0
824,CREDIT,TRANSFER FROM ACCOUNT,6163.0,28538.0,GH,DUCHOD,0
825,CREDIT,TRANSFER FROM ACCOUNT,6700.0,33945.0,GH,DUCHOD,0
826,CREDIT,TRANSFER FROM ACCOUNT,6147.0,23090.0,GH,DUCHOD,0
827,CREDIT,TRANSFER FROM ACCOUNT,5140.0,20671.0,GH,DUCHOD,0
828,ISSUE,TRANSFER TO ACCOUNT,1754.0,28486.0,EF,SIPO,0
829,CREDIT,TRANSFER FROM ACCOUNT,5079.0,25194.0,GH,DUCHOD,0
830,ISSUE,TRANSFER TO ACCOUNT,1.0,27759.0,WX,unknown,0
831,CREDIT,TRANSFER FROM ACCOUNT,9379.0,36196.0,QR,DUCHOD,0
832,CREDIT,TRANSFER FROM ACCOUNT,6358.0,25495.0,GH,DUCHOD,0
833,CREDIT,TRANSFER FROM ACCOUNT,5727.0,28410.0,QR,DUCHOD,0
834,ISSUE,TRANSFER TO ACCOUNT,10295.0,42787.0,AB,SIPO,0
835,CREDIT,TRANSFER FROM ACCOUNT,5600.0,23693.0,GH,DUCHOD,0
836,ISSUE,TRANSFER TO ACCOUNT,801.0,17772.0,EF,SIPO,0
837,ISSUE,TRANSFER TO ACCOUNT,3261.0,11939.0,EF,SIPO,0
838,CREDIT,TRANSFER FROM ACCOUNT,5604.0,26635.0,GH,DUCHOD,0
839,CREDIT,TRANSFER FROM ACCOUNT,5393.0,22323.0,MN,DUCHOD,0
840,CREDIT,TRANSFER FROM ACCOUNT,5492.0,20937.0,MN,DUCHOD,0
841,CREDIT,TRANSFER FROM ACCOUNT,5197.0,25822.0,QR,DUCHOD,0
842,CREDIT,TRANSFER FROM ACCOUNT,5723.0,26420.0,GH,DUCHOD,0
843,CREDIT,TRANSFER FROM ACCOUNT,7385.0,26396.0,GH,DUCHOD,0
844,ISSUE,TRANSFER TO ACCOUNT,607.0,34134.0,IJ,unknown,0
845,CREDIT,TRANSFER FROM ACCOUNT,5852.0,25300.0,QR,DUCHOD,0
846,CREDIT,TRANSFER FROM ACCOUNT,7833.0,27444.0,QR,DUCHOD,0
847,CREDIT,TRANSFER FROM ACCOUNT,5109.0,15527.0,QR,DUCHOD,0
848,ISSUE,TRANSFER TO ACCOUNT,2229.0,26796.0,EF,SIPO,0
849,CREDIT,TRANSFER FROM ACCOUNT,5213.0,26398.0,QR,DUCHOD,0
850,CREDIT,TRANSFER FROM ACCOUNT,6025.0,26820.0,GH,DUCHOD,0
851,CREDIT,TRANSFER FROM ACCOUNT,5509.0,22837.0,GH,DUCHOD,0
852,CREDIT,TRANSFER FROM ACCOUNT,6271.0,26806.0,MN,DUCHOD,0
853,CREDIT,TRANSFER FROM ACCOUNT,7493.0,30760.0,QR,DUCHOD,0
854,ISSUE,TRANSFER TO ACCOUNT,5447.0,26108.0,EF,SIPO,0
855,CREDIT,TRANSFER FROM ACCOUNT,6362.0,28778.0,QR,DUCHOD,0
856,CREDIT,TRANSFER FROM ACCOUNT,4641.0,25906.0,GH,DUCHOD,0
857,CREDIT,TRANSFER FROM ACCOUNT,5849.0,25540.0,GH,DUCHOD,0
858,ISSUE,TRANSFER TO ACCOUNT,2387.0,22547.0,EF,SIPO,0
859,ISSUE,TRANSFER TO ACCOUNT,642.0,30011.0,WX,unknown,0
860,ISSUE,TRANSFER TO ACCOUNT,261.0,11767.0,EF,SIPO,0
861,CREDIT,TRANSFER FROM ACCOUNT,5976.0,23508.0,QR,DUCHOD,0
862,CREDIT,TRANSFER FROM ACCOUNT,5772.0,24199.0,GH,DUCHOD,0
863,CREDIT,TRANSFER FROM ACCOUNT,6998.0,33897.0,MN,DUCHOD,0
864,CREDIT,TRANSFER FROM ACCOUNT,4617.0,13654.0,MN,DUCHOD,0
865,CREDIT,TRANSFER FROM ACCOUNT,5868.0,21603.0,GH,DUCHOD,0
866,CREDIT,TRANSFER FROM ACCOUNT,5409.0,21533.0,GH,DUCHOD,0
867,CREDIT,TRANSFER FROM ACCOUNT,5581.0,16628.0,GH,DUCHOD,0
868,CREDIT,TRANSFER FROM ACCOUNT,5821.0,28266.0,GH,DUCHOD,0
869,CREDIT,TRANSFER FROM ACCOUNT,5465.0,23072.0,QR,DUCHOD,0
870,CREDIT,TRANSFER FROM ACCOUNT,7757.0,26020.0,QR,DUCHOD,0
871,CREDIT,TRANSFER FROM ACCOUNT,4444.0,18334.0,QR,DUCHOD,0
872,CREDIT,TRANSFER FROM ACCOUNT,6164.0,26703.0,GH,DUCHOD,0
873,CREDIT,TRANSFER FROM ACCOUNT,7747.0,33399.0,MN,DUCHOD,0
874,CREDIT,TRANSFER FROM ACCOUNT,5778.0,23006.0,GH,DUCHOD,0
875,CREDIT,TRANSFER FROM ACCOUNT,6355.0,28571.0,GH,DUCHOD,0
876,CREDIT,TRANSFER FROM ACCOUNT,5237.0,18043.0,QR,DUCHOD,0
877,CREDIT,TRANSFER FROM ACCOUNT,6863.0,26382.0,GH,DUCHOD,0
878,CREDIT,TRANSFER FROM ACCOUNT,5901.0,19115.0,GH,DUCHOD,0
879,CREDIT,TRANSFER FROM ACCOUNT,5843.0,22943.0,QR,DUCHOD,0
880,CREDIT,TRANSFER FROM ACCOUNT,6260.0,27326.0,QR,DUCHOD,0
881,CREDIT,TRANSFER FROM ACCOUNT,7488.0,26343.0,GH,DUCHOD,0
882,CREDIT,TRANSFER FROM ACCOUNT,6005.0,23483.0,GH,DUCHOD,0
883,CREDIT,TRANSFER FROM ACCOUNT,5610.0,21889.0,MN,DUCHOD,0
884,CREDIT,TRANSFER FROM ACCOUNT,4489.0,25662.0,GH,DUCHOD,0
885,CREDIT,TRANSFER FROM ACCOUNT,6835.0,25076.0,QR,DUCHOD,0
886,CREDIT,TRANSFER FROM ACCOUNT,5665.0,25098.0,GH,DUCHOD,0
887,CREDIT,TRANSFER FROM ACCOUNT,5358.0,26195.0,GH,DUCHOD,0
888,CREDIT,TRANSFER FROM ACCOUNT,7115.0,25265.0,QR,DUCHOD,0
889,CREDIT,TRANSFER FROM ACCOUNT,6082.0,24418.0,QR,DUCHOD,0
890,CREDIT,TRANSFER FROM ACCOUNT,4137.0,28094.0,QR,DUCHOD,0
891,CREDIT,TRANSFER FROM ACCOUNT,4945.0,15255.0,QR,DUCHOD,0
892,CREDIT,TRANSFER FROM ACCOUNT,5660.0,30221.0,QR,DUCHOD,0
893,CREDIT,TRANSFER FROM ACCOUNT,5965.0,23108.0,GH,DUCHOD,0
894,CREDIT,TRANSFER FROM ACCOUNT,9283.0,33721.0,GH,DUCHOD,0
895,CREDIT,TRANSFER FROM ACCOUNT,6394.0,24460.0,QR,DUCHOD,0
896,CREDIT,TRANSFER FROM ACCOUNT,6526.0,21655.0,QR,DUCHOD,0
897,ISSUE,TRANSFER TO ACCOUNT,1361.0,24337.0,EF,SIPO,0
898,ISSUE,TRANSFER TO ACCOUNT,1.0,7717.0,AB,SIPO,0
899,CREDIT,TRANSFER FROM ACCOUNT,5971.0,27495.0,QR,DUCHOD,0
900,CREDIT,TRANSFER FROM ACCOUNT,6366.0,25281.0,GH,DUCHOD,0
901,CREDIT,TRANSFER FROM ACCOUNT,6252.0,30003.0,GH,DUCHOD,0
902,CREDIT,TRANSFER FROM ACCOUNT,5201.0,18802.0,GH,DUCHOD,0
903,CREDIT,TRANSFER FROM ACCOUNT,2025.0,3375.0,YZ,DUCHOD,0
904,ISSUE,TRANSFER TO ACCOUNT,2170.0,25944.0,EF,SIPO,0
905,CREDIT,TRANSFER FROM ACCOUNT,5264.0,27211.0,QR,DUCHOD,0
906,CREDIT,TRANSFER FROM ACCOUNT,5689.0,25566.0,MN,DUCHOD,0
907,CREDIT,TRANSFER FROM ACCOUNT,6143.0,30347.0,GH,DUCHOD,0
908,CREDIT,TRANSFER FROM ACCOUNT,6076.0,23790.0,MN,DUCHOD,0
909,CREDIT,TRANSFER FROM ACCOUNT,6836.0,25819.0,QR,DUCHOD,0
910,CREDIT,TRANSFER FROM ACCOUNT,5641.0,21355.0,GH,DUCHOD,0
911,CREDIT,TRANSFER FROM ACCOUNT,4944.0,15920.0,MN,DUCHOD,0
912,CREDIT,TRANSFER FROM ACCOUNT,6204.0,32807.0,YZ,DUCHOD,0
913,CREDIT,TRANSFER FROM ACCOUNT,6188.0,28813.0,GH,DUCHOD,0
914,CREDIT,TRANSFER FROM ACCOUNT,6637.0,31036.0,QR,DUCHOD,0
915,CREDIT,TRANSFER FROM ACCOUNT,6197.0,25679.0,QR,DUCHOD,0
916,ISSUE,TRANSFER TO ACCOUNT,1.0,30046.0,WX,unknown,0
917,ISSUE,TRANSFER TO ACCOUNT,1358.0,27488.0,EF,SIPO,0
918,CREDIT,TRANSFER FROM ACCOUNT,5601.0,27214.0,QR,DUCHOD,0
919,CREDIT,TRANSFER FROM ACCOUNT,5694.0,27248.0,GH,DUCHOD,0
920,ISSUE,TRANSFER TO ACCOUNT,1.0,11906.0,EF,SIPO,0
921,CREDIT,TRANSFER FROM ACCOUNT,4855.0,28739.0,QR,DUCHOD,0
922,CREDIT,TRANSFER FROM ACCOUNT,5461.0,25136.0,GH,DUCHOD,0
923,CREDIT,TRANSFER FROM ACCOUNT,5696.0,24974.0,QR,DUCHOD,0
